L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos
𐌷𐌻𐌰𐌼𐌼𐌰,hlamma,"crashtrap, pitfall, trap_for_crashfalling_into, snare",https://koeblergerhard.de/wikiling/?f=got&page=123,hlamma,2,certain,not_reconstructed,"F., n"
𐌷𐌻𐌰𐍃,hlas,"cheerful, merry, happy",https://koeblergerhard.de/wikiling/?f=got&page=123,hlas,2,certain,form,"Adj., a"
𐌷𐌻𐌰𐍃e𐌹,hlasei,"cheerfulness, cheer",https://koeblergerhard.de/wikiling/?f=got&page=123,hlasi,1,certain,form,"F., n"
𐌷𐌻𐌰𐌸𐌰𐌽,hlaþan,load,https://koeblergerhard.de/wikiling/?f=got&page=123,hlaθ,0,uncertain,word,"V., v"
𐌷𐌻𐌰𐌿𐍀𐌰𐌽,hlaupan,"run, jump",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɔp,0,uncertain,word,"V., v"
𐌷𐌻𐌰𐌿𐍄𐍃,hlauts,"lot, allotment, alloted_portion, inheritance",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɔts,4,certain,not_reconstructed,"M., n"
𐌷𐌻e𐌹𐌱𐌾𐌰𐌽,hleibjan,"shield, give_protection_to, protect, help",https://koeblergerhard.de/wikiling/?f=got&page=123,hliβj,1,certain,form,"V., v"
𐌷𐌻e𐌹𐌳𐌿𐌼𐌰,hleiduma,"left, of_the_left_side",https://koeblergerhard.de/wikiling/?f=got&page=123,hliðuma,76,certain,form,"Adv., Adj., ra"
𐌷𐌻e𐌹𐌸𐍂𐌰,hleiþra,"tent, tentlike_housing, temporary_shelter, booth",https://koeblergerhard.de/wikiling/?f=got&page=123,hliθra,54,certain,form,"F., n"
𐌷𐌻e𐌸𐍂𐌰𐍃𐍄𐌰𐌺e𐌹𐌽𐍃,hleþrastakeins,"„tentstaking“, tentpitching, feast_of_tentpitching",https://koeblergerhard.de/wikiling/?f=got&page=123,hleθrastakins,1,certain,not_reconstructed,"F., n"
𐌷𐌻𐌹𐍆𐌰𐌽,hlifan,"commit_theft, steal",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪɸ,6,certain,form,"V., v"
𐌷𐌻𐌹𐍆𐍄𐌿𐍃,hliftus,thief,https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪɸtus,1,certain,not_reconstructed,"M., n"
𐌷𐌻𐌹𐌾𐌰,hlija,"tent, tentlike_structure, booth",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪja,1,certain,form,"M., n"
𐌷𐌻e𐌹𐍃,hleis,"tent, tentlike_structure, booth",https://koeblergerhard.de/wikiling/?f=got&page=123,hlis,0,certain,form,"M., n"
𐌷𐌻𐌹𐌼𐌼𐌰𐌽,hlimman,"crash, roar, rush, resound",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪmm,0,uncertain,word,"V., v"
𐌷𐌻𐌹𐌿𐌼𐌰,hliuma,"hearing, sense_of_hearing, ability_to_hear, ears",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪuma,4,certain,not_reconstructed,"M., n"
𐌷𐌻𐌹𐌿𐍄𐌰𐌽,hliutan,"draw_lots, get_by_lot, be_allotted_sth, have_allotted_to_os",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪut,0,uncertain,word,"V., v"
𐌷𐌻𐌹𐌿𐌸,hliuþ,"hearing, silence, quietness, attention",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪuθ,0,uncertain,word,"N., n"
𐌷𐌻𐍉𐌷𐌾𐌰𐌽,hlōhjan,"cause_to_laugh, give_cause_for_rejoicing",https://koeblergerhard.de/wikiling/?f=got&page=124,hlohj,0,uncertain,word,"V., v"
𐌷𐌻𐌿𐍄𐍂e𐌹,hlūtrei,purity,https://koeblergerhard.de/wikiling/?f=got&page=124,hlutri,1,certain,form,"F., n"
𐌷𐌻𐌿𐍄𐍂𐌹𐌸𐌰,hlūtriþa,"purity, unalloyedness",https://koeblergerhard.de/wikiling/?f=got&page=124,hlutrɪθa,1,certain,form,"F., n"
𐌷𐌻𐌿𐍄𐍂𐍃,hlūtrs,"pure, untainted, clean",https://koeblergerhard.de/wikiling/?f=got&page=124,hlutr̥s,1,certain,form,"Adj., a"
𐌷𐌻𐌿𐌸,hluþ,famous,https://koeblergerhard.de/wikiling/?f=got&page=124,hluθ,0,certain,word,"Adj., a"
𐌷𐌽𐌰𐌹𐍅e𐌹𐌽𐍃,hnaiweins,"lowliness, abasement, humbling, humiliation",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɛwins,1,certain,form,"F., n"
𐌷𐌽𐌰𐌹𐍅𐌾𐌰𐌽,hnaiwjan,"make_low, cause_to_go_down, lower, humble, abase",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɛwj,3,certain,form,"V., v"
𐌷𐌽𐌰𐌹𐍅𐍃,hnaiws,"low, lowly",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɛws,1,certain,form,"Adj., a"
𐌷𐌽𐌰𐍀𐍀𐍃,hnapps,bowl,https://koeblergerhard.de/wikiling/?f=got&page=124,hnapps,0,uncertain,word,"M., n"
𐌷𐌽𐌰𐍃𐌵𐌿𐍃,hnasqus,"soft, delicate",https://koeblergerhard.de/wikiling/?f=got&page=124,hnaskʷus,3,certain,form,"Adj., a"
𐌷𐌽e𐌹𐍀𐌰𐌽,hneipan,"droop, be_limply_bowed_downwards, be_downcast",https://koeblergerhard.de/wikiling/?f=got&page=124,hnip,0,certain,word,"V., v"
𐌷𐌽e𐌹𐍅𐌰𐌽,hneiwan,"decline, bend_downcast, turn_downcast",https://koeblergerhard.de/wikiling/?f=got&page=124,hniw,1,certain,not_reconstructed,"V., v"
𐌷𐌽𐌹𐍀𐌽𐌰𐌽,hnipnan,"become_downcast, become_gloomy",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɪpn,0,uncertain,word,"V., v"
𐌷𐌽𐌹𐌿𐍀𐌰𐌽,hniupan,tear,https://koeblergerhard.de/wikiling/?f=got&page=124,hnɪup,0,uncertain,word,"V., v"
𐌷𐌽𐌿𐍀𐌽𐌰𐌽,hnupnan,"burst, be_rent_asunder, become_rent_asunder",https://koeblergerhard.de/wikiling/?f=got&page=124,hnupn,0,uncertain,word,"V., v"
𐌷𐌽𐌿𐌸𐍉,hnuþō,"pointed_stake, peg, spike, nail, tip_of_prod",https://koeblergerhard.de/wikiling/?f=got&page=124,hnuθo,2,certain,not_reconstructed,"F., n"
𐌷𐌽𐌿𐍄𐍉,hnutō,"pointed_stake, peg, spike, nail, tip_of_prod",https://koeblergerhard.de/wikiling/?f=got&page=124,hnuto,0,uncertain,not_reconstructed,"F., n"
𐌷𐍉𐌱𐌰𐌽,hōban,hold,https://koeblergerhard.de/wikiling/?f=got&page=124,hoβ,0,uncertain,word,"V., v"
𐌷𐍉𐌷𐌰,hōha,plow,https://koeblergerhard.de/wikiling/?f=got&page=125,hoha,1,certain,form,"M., n"
𐌷o𐌺𐌰,hoka,goat,https://koeblergerhard.de/wikiling/?f=got&page=125,hoka,0,uncertain,word,"F., n"
𐌷𐍉𐌻,hōl,"deceit, deception",https://koeblergerhard.de/wikiling/?f=got&page=125,hol,0,certain,word,"N., n"
𐌷𐍉𐌻𐍉𐌽,hōlōn,"wrong_by_false_allegation, cheat_by_false_pretenses, victimize, slander",https://koeblergerhard.de/wikiling/?f=got&page=125,holon,2,certain,form,"V., v"
𐌷𐍉𐍂𐌹𐌽𐌰𐍃𐍃𐌿𐍃,hōrinassus,"adultery, fornication, illicit_extramarital_sexual_intercourse",https://koeblergerhard.de/wikiling/?f=got&page=125,horɪnassus,7,certain,not_reconstructed,"M., n"
𐌷𐍉𐍂𐌹𐌽𐍉𐌽,hōrinōn,commit_adultery,https://koeblergerhard.de/wikiling/?f=got&page=125,horɪnon,13,certain,not_reconstructed,"V., v"
𐌷𐍉𐍂𐍃,hōrs,"adulterer, fornicator",https://koeblergerhard.de/wikiling/?f=got&page=125,hors,7,certain,not_reconstructed,"M., n"
𐌷𐍂𐌰𐌱𐌽𐍃,hrabns,raven,https://koeblergerhard.de/wikiling/?f=got&page=125,hraβn̥s,0,uncertain,word,"M., n"
𐌷𐍂𐌰𐌹𐌽e𐌹,hrainei,cleanliness,https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛni,1,certain,not_reconstructed,"F., n"
𐌷𐍂𐌰𐌹𐌽e𐌹𐌽𐍃,hraineins,"cleansing, purification",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnins,3,certain,form,"F., n"
𐌷𐍂𐌰𐌹𐌽𐌹𐌸𐌰,hrainiþa,cleanliness,https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnɪθa,0,uncertain,word,"F., n"
𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌷𐌰𐌹𐍂𐍄𐍃,hrainjahaírts,"clean_of_heart, pure_in_heart",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnjahɛrts,1,certain,form,"Adj., a"
𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽,hrainjan,"cleanse, make_clean, purify",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnj,1,certain,form,"V., v"
𐌷𐍂𐌰𐌹𐌽𐍃,hrains,"clean, cleanly, honourable",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛns,19,certain,not_reconstructed,"Adj., a"
𐌷𐍂𐌰𐌹𐍅,hraiw,carrion,https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛw,0,certain,word,"N., n"
𐌷𐍂𐌰𐌹𐍅𐌰𐌳𐌿𐌱𐍉,hraiwadūbō,"turtledove, wild_dark_dove, sacrificial_animal_of_poor_people",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛwaðuβo,1,certain,form,"F., n"
𐌷𐍂𐌰𐌼𐌰,hrama,stand,https://koeblergerhard.de/wikiling/?f=got&page=125,hrama,0,certain,word,"Sb., n"
𐌷𐍂𐌰𐌼𐌾𐌰𐌽,hramjan,"put_to_the_stake, crucify",https://koeblergerhard.de/wikiling/?f=got&page=125,hramj,1,certain,form,"V., v"
𐌷𐍂𐌰𐌽𐌺𐌰,hranka,tendril,https://koeblergerhard.de/wikiling/?f=got&page=126,hranka,0,uncertain,word,"F., n"
𐌷𐍂𐌰𐌽𐌺𐌾𐌰𐌽,hrankjan,entwine,https://koeblergerhard.de/wikiling/?f=got&page=126,hrankj,0,uncertain,word,"V., v"
𐌷𐍂𐌰𐍀𐍉𐌽,hrapōn,"rush, dash",https://koeblergerhard.de/wikiling/?f=got&page=126,hrapon,0,uncertain,word,"V., v"
𐌷𐍂𐌹𐌲𐌲𐍃,hriggs,ring,https://koeblergerhard.de/wikiling/?f=got&page=126,hrɪŋɡs,0,certain,word,"M., n"
𐌷𐍂𐌹𐍃𐌾𐌰𐌽,hrisjan,shake,https://koeblergerhard.de/wikiling/?f=got&page=126,hrɪsj,0,uncertain,word,"V., v"
𐌷𐍂𐍉𐌼𐍃,hrōms,"glory, fame",https://koeblergerhard.de/wikiling/?f=got&page=126,hroms,0,uncertain,word,"M., n"
𐌷𐍂𐍉𐍀𐌰𐌽,hrōpan,"cry_out, call_aloud",https://koeblergerhard.de/wikiling/?f=got&page=126,hrop,0,certain,word,"V., v"
𐌷𐍂𐍉𐍀𐌾𐌰𐌽,hrōpjan,"cry_out, shout, call_out",https://koeblergerhard.de/wikiling/?f=got&page=126,hropj,29,certain,not_reconstructed,"V., v"
𐌷𐍂𐍉𐍀𐍃,hrōps,"outcry, clamour, shouting",https://koeblergerhard.de/wikiling/?f=got&page=126,hrops,1,certain,not_reconstructed,"M., n"
𐌷𐍂𐍉𐍄,hrōt,"roof, housetop, house",https://koeblergerhard.de/wikiling/?f=got&page=126,hrot,6,certain,form,"N., n"
𐌷𐍂𐍉𐌸,hrōþ,"victorious_condition, glory_of_victory, triumph",https://koeblergerhard.de/wikiling/?f=got&page=126,hroθ,0,certain,word,"N., n"
𐌷𐍂𐍉𐌸𐍃,hrōþs,"victorious_condition, glory_of_victory, triumph",https://koeblergerhard.de/wikiling/?f=got&page=126,hroθs,0,certain,word,"N., n"
𐌷𐍂𐍉𐌸e𐌹𐌲𐍃,hrōþeigs,"victourious, glorious, triumphant",https://koeblergerhard.de/wikiling/?f=got&page=126,hroθiɣs,1,certain,form,"Adj., a"
𐌷𐍂𐌿𐌲𐌲𐌰,hrugga,"staff, walking_stick",https://koeblergerhard.de/wikiling/?f=got&page=126,hruŋɡa,1,certain,form,"F., n"
𐌷𐍂𐌿𐌺,hrūk,crowing_of_a_rooster,https://koeblergerhard.de/wikiling/?f=got&page=126,hruk,1,certain,form,"M., n"
𐌷𐍂𐌿𐌺𐍃,hrūks,crowing_of_a_rooster,https://koeblergerhard.de/wikiling/?f=got&page=126,hruks,0,certain,form,"M., n"
𐌷𐍂𐌿𐌺𐌾𐌰𐌽,hrūkjan,crow,https://koeblergerhard.de/wikiling/?f=got&page=126,hrukj,4,certain,form,"V., v"
𐌷𐍂𐌿𐌽𐌺𐌾𐌰𐌽,hrunkjan,"wrinkle, crease",https://koeblergerhard.de/wikiling/?f=got&page=126,hrunkj,0,uncertain,word,"V., v"
𐌷𐍂𐌿𐍃𐌺𐌰𐌽,hruskan,search,https://koeblergerhard.de/wikiling/?f=got&page=126,hrusk,0,uncertain,word,"V., v"
𐌷𐌿𐌲𐌳𐍃,hugds,mode_of_perception,https://koeblergerhard.de/wikiling/?f=got&page=127,huɣds,0,uncertain,word,"F., n"
𐌷𐌿𐌲𐌲𐍂𐌾𐌰𐌽,huggrjan,make_to_hunger,https://koeblergerhard.de/wikiling/?f=got&page=127,huŋɡr̥j,2,certain,form,"V., v"
𐌷𐌿𐌲𐌾𐌰𐌽,hugjan,"have_one’s_mind_on, be_minded_to, be_disposed, be_of_an_opinion, think",https://koeblergerhard.de/wikiling/?f=got&page=127,huɣj,14,certain,form,"V., v"
𐌷𐌿𐌲𐍃,hugs,"understanding, faculty_of_perception, faculty_of_disposition, mind",https://koeblergerhard.de/wikiling/?f=got&page=127,huɣs,2,certain,not_reconstructed,"N., n"
𐌷𐌿𐌲𐍃,hugs,"landed_estate, country_estate, agricultural_property, farm_property, field",https://koeblergerhard.de/wikiling/?f=got&page=127,huɣs,2,certain,not_reconstructed,"N., n"
𐌷𐌿𐌷𐌾𐌰𐌽,hūhjan,"accumulate, stockpile, store_up",https://koeblergerhard.de/wikiling/?f=got&page=127,huhj,1,certain,form,"V., v"
𐌷𐌿𐌷𐍂𐌿𐍃,hūhrus,"hunger, famine",https://koeblergerhard.de/wikiling/?f=got&page=127,huhrus,4,certain,not_reconstructed,"M., n"
𐌷𐌿𐌽𐌷𐍂𐌿𐍃,hunhrus,"hunger, famine",https://koeblergerhard.de/wikiling/?f=got&page=127,hunhrus,0,uncertain,word,"M., n"
𐌷𐌿𐌲𐌲𐍂𐌿𐍃,huggrus,"hunger, famine",https://koeblergerhard.de/wikiling/?f=got&page=127,huŋɡrus,0,certain,form,"M., n"
𐌷𐌿𐌻e𐌹𐌽𐍃,huleins,covering,https://koeblergerhard.de/wikiling/?f=got&page=127,hulins,0,uncertain,word,"F., n"
𐌷𐌿𐌻𐌹𐍃𐍄𐍂,hulistr,"cover, covering, veil",https://koeblergerhard.de/wikiling/?f=got&page=127,hulɪstr,5,certain,not_reconstructed,"N., n"
𐌷𐌿𐌻𐌾𐌰𐌽,huljan,"put_a_cover_on, cover, veil",https://koeblergerhard.de/wikiling/?f=got&page=127,hulj,2,certain,not_reconstructed,"V., v"
𐌷𐌿𐌻𐌼𐌰𐍂𐌿𐌲e𐌹𐍃,hulmarugeis,rugians,https://koeblergerhard.de/wikiling/?f=got&page=127,hulmaruɣis,0,no_info,not_reconstructed,r
𐌷𐌿𐌻𐌼𐍃,hulms,island,https://koeblergerhard.de/wikiling/?f=got&page=127,hulm̥s,0,uncertain,word,"M., n"
𐌷𐌿𐌻𐍉𐌽,hulōn,hollow,https://koeblergerhard.de/wikiling/?f=got&page=127,hulon,0,uncertain,word,"V., v"
𐌷𐌿𐌻𐍃,huls,hollow,https://koeblergerhard.de/wikiling/?f=got&page=127,huls,0,certain,word,"Adj., a"
𐌷𐌿𐌻𐌸𐌰,hulþa,"beloved_person, sweetheart",https://koeblergerhard.de/wikiling/?f=got&page=127,hulθa,0,certain,word,"M., n"
𐌷𐌿𐌻𐌸𐍉,hulþō,"beloved_person, sweetheart",https://koeblergerhard.de/wikiling/?f=got&page=127,hulθo,0,uncertain,word,"F., n"
𐌷𐌿𐌻𐌸𐍃,hulþs,"kind, clement, propitious, gracious",https://koeblergerhard.de/wikiling/?f=got&page=127,hulθs,1,certain,not_reconstructed,"Adj., a"
𐌷𐌿𐌻𐌿𐌽𐌳𐌹,hulundi,"cave, cavern",https://koeblergerhard.de/wikiling/?f=got&page=127,hulundɪ,1,certain,not_reconstructed,"F., n"
𐌷𐌿𐌽𐌳,hund,hundred,https://koeblergerhard.de/wikiling/?f=got&page=128,hund,6,certain,form,"N., Num., nr"
𐌷𐌿𐌽𐌳𐌰𐍆𐌰𐌸𐍃,hundafaþs,chief_of_a_hundredman_military_unit,https://koeblergerhard.de/wikiling/?f=got&page=128,hundaɸaθs,9,certain,not_reconstructed,"M., n"
𐌷𐌿𐌽𐌳𐍃,hunds,dog,https://koeblergerhard.de/wikiling/?f=got&page=128,hunds,4,certain,form,"M., n"
𐌷𐌿𐌽𐍃,hūns,"young_bear, cub",https://koeblergerhard.de/wikiling/?f=got&page=128,huns,0,uncertain,word,"M., n"
𐌷𐌿𐌽,hūn,"young_bear, cub",https://koeblergerhard.de/wikiling/?f=got&page=128,hun,0,certain,word,"M., n"
𐌷𐌿𐌽𐍃𐌻,hunsl,"sacrifice, immolation",https://koeblergerhard.de/wikiling/?f=got&page=128,hunsl,7,certain,form,"N., n"
𐌷𐌿𐌽𐍃𐌻𐌰𐌲𐍃,hunslags,conciliatory,https://koeblergerhard.de/wikiling/?f=got&page=128,hunslaɣs,0,uncertain,word,"Adj., a"
𐌷𐌿𐌽𐍃𐌻𐌰𐍃𐍄𐌰𐌸𐍃,hunslastaþs,"place_for_sacrifice, altar",https://koeblergerhard.de/wikiling/?f=got&page=128,hunslastaθs,4,certain,form,"M., n"
𐌷𐌿𐌽𐍃𐌻𐌾𐌰𐌽,hunsljan,"sacrifice, immolate",https://koeblergerhard.de/wikiling/?f=got&page=128,hunsl̥j,1,certain,form,"V., v"
𐌷𐌿𐌽𐌸𐍃,hunþs,"captivity, capture",https://koeblergerhard.de/wikiling/?f=got&page=128,hunθs,1,certain,form,"M., n"
𐌷𐌿𐍀𐍃,hups,hip,https://koeblergerhard.de/wikiling/?f=got&page=128,hups,2,certain,form,"M., n"
𐌷𐌿𐍃,hūs,house,https://koeblergerhard.de/wikiling/?f=got&page=128,hus,1,certain,form,"N., n"
𐌷𐌿𐍃𐌰,husa,"greave, breeches, trousers",https://koeblergerhard.de/wikiling/?f=got&page=128,husa,1,certain,form,"F., n"
𐌷𐌿𐌶𐌳,huzd,"treasure, store_of_wealth",https://koeblergerhard.de/wikiling/?f=got&page=128,huzd,7,certain,not_reconstructed,"N., n"
𐌷𐌿𐌶𐌳𐌾𐌰𐌽,huzdjan,"treasure_up, store_up, lay_away_as_treasure, gather",https://koeblergerhard.de/wikiling/?f=got&page=128,huzdj,3,certain,not_reconstructed,"V., v"
𐌷𐍅𐍃𐍃𐍉𐍀𐍉,hwssōpō,"hyssop, small_bush_with_highly_aromatic_leaves",https://koeblergerhard.de/wikiling/?f=got&page=128,hwssopo,1,certain,form,"F., n"
𐌷𐍅𐍃𐍃𐍉𐍀𐍉𐌽,hwssōpōn,"hyssop, small_bush_with_highly_aromatic_leaves",https://koeblergerhard.de/wikiling/?f=got&page=128,hwssopon,0,certain,form,"F., n"
𐍈𐌰𐌳𐍂𐌴,ƕadrē,"wither, where_to, to_what_place",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷaðre,1,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐌹𐍂,ƕair,"caldron, name_of_ƕrune",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛr,1,certain,form,"M., n"
𐍈𐌰𐌹𐍂𐌱𐌰𐌽,ƕaírban,"go_around, circulate, walk, live",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrb,32,certain,form,"V., v"
𐍈𐌰𐌹𐍂𐌽e𐌹,ƕaírnei,skull,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrni,1,certain,form,"F., n"
𐍈𐌰𐌹𐍂𐌽e𐌹𐌽𐍃,ƕaírneins,"of_the_skull, cranial",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrnins,0,certain,form,"Adj., a"
𐍈𐌰𐌹𐍂𐌽𐍉,ƕaírnō,skull,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrno,0,uncertain,word,"F., n"
𐍈𐌰𐌹𐍄e𐌹𐍃,ƕaiteis,wheat,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛtis,1,certain,form,"M., n"
𐍈𐌰𐌹𐍅𐌰,ƕaiwa,"how, how_much, somehow",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛwa,69,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐌽,ƕan,"when, whenever, at_any_time, whereas, how, however, however_much",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷan,35,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐌽𐌷𐌿𐌽,ƕanhun,"ever, at_any_time",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷanhun,9,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐍀𐌾𐌰𐌽,ƕapjan,suffocate,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷapj,0,uncertain,word,"V., v"
𐍈𐌰𐍀𐌽𐌰𐌽,ƕapnan,suffocate,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷapn,0,uncertain,word,"V., v"
𐍈𐌰𐍂,ƕar,"where, wherever, at_which_place",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷar,20,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐍂𐌱𐍉𐌽,ƕarbōn,"wander_on_past, pass_on, walk_about, stroll_about, go_about",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷarbon,7,certain,form,"V., v"
𐍈𐌰𐍂𐌾𐌹𐍃,ƕarjis,"which, who",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷarjɪs,10,certain,not_reconstructed,"Pron., r"
𐍈𐌰𐍂𐌾𐌹𐌶𐌿𐌷,ƕarjizuh,"each_one, every, every_one",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷarjɪzuh,35,certain,not_reconstructed,"Pron., r"
𐍈𐌰𐍃,ƕas,"who, what, anyone, anything",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷas,404,certain,not_reconstructed,"Pron., r"
𐍈𐌰𐍃𐌷𐌿𐌽,ƕashun,"anyone, one",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷashun,9,certain,not_reconstructed,"Pron., r"
𐍈𐌰𐍃𐍃𐌰𐌱𐌰,ƕassaba,"sharply, severely",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷassaβa,1,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐍃𐍃e𐌹,ƕassei,"sharpness, severity",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷassi,2,certain,form,"F., n"
𐍈𐌰𐍄𐌾𐌰𐌽,ƕatjan,"whet, sharpen, make_keen_for",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷatj,0,uncertain,word,"V., v"
𐍈𐌰𐍄𐍃,ƕats,"sharp, whetted, keen",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷats,0,uncertain,word,"Adj., a"
𐍈𐌰𐌸,ƕaþ,"whither, where_to",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθ,6,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐌳,ƕad,"whither, where_to",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷað,0,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐌸𐌰𐍂,ƕaþar,which_of_two,https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθar,6,certain,not_reconstructed,"Pron., r"
𐍈𐌰𐌸𐌰𐍂𐌿𐌷,ƕaþaruh,each_of_two,https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθaruh,1,certain,form,"Pron., r"
𐍈𐌰𐌸𐌾𐌰𐌽,ƕaþjan,"foam, froth",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθj,2,certain,form,"V., v"
𐍈𐌰𐌸𐍉,ƕaþō,"foam, froth",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθo,1,certain,form,"F., n"
𐍈𐌰𐌸𐍂𐍉,ƕaþrō,"whence, where_from, from_which",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθro,15,certain,not_reconstructed,"Adv., r"
𐍈𐌰𐌶𐌿𐌷,ƕazuh,"each, everyone, every_one",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷazuh,41,certain,not_reconstructed,"Pron., M., rn"
𐍈𐌴,ƕē,"to_whom, with_whom, wherewith, how, in_what_way, in_any_way, somehow",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷe,10,certain,not_reconstructed,"Adv., r"
𐍈𐌴𐌷,ƕēh,"in_any_case, in_whatever_case, no_matter_what, just_only",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷeh,2,certain,not_reconstructed,"Adv., r"
𐍈e𐌹𐌻𐌰,ƕeila,"while, time, time_period, interval, hour",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷila,2,certain,word,r
𐍈e𐌹𐌻𐌰𐍈𐌰𐌹𐍂𐌱𐍃,ƕeilaƕaírbs,"temporary, transient, transitory, lasting_only_for_a_while",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷilahʷɛrbs,2,certain,form,"Adj., a"
𐍈e𐌹𐌻𐌰𐌹𐌽𐍃,ƕeilains,"relaxation, respite, rest",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷilɛns,0,uncertain,word,"F., n"
𐍈e𐌹𐌻𐌰𐌽,ƕeilan,"pause, take_an_intermission, take_a_recess, cease",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷil,1,certain,form,"V., v"
𐍈e𐌹𐌻𐍉𐌷𐌿𐌽,ƕeilōhun,"for_an_hour, for_a_short_while",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷilohun,1,certain,not_reconstructed,"Adv., r"
𐍈e𐌹𐍄𐌰𐌲𐍃,ƕeitags,white,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷitaɣs,1,certain,word,"Adj., a"
𐍈e𐌹𐍄𐌾𐌰𐌽,ƕeitjan,"whiten, make_white",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷitj,0,certain,word,"V., v"
𐍈e𐌹𐍄𐍃,ƕeits,white,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷits,5,certain,form,"Adj., a"
𐍈𐌴𐌻𐌰𐌿𐌸𐍃,ƕēlauþs,"of_what_proportions, how_great, what_extent_of, how_extensive",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷelɔθs,21,certain,form,"Adj., a"
𐍈𐌹𐌻𐌱𐌰𐌽,ƕilban,"arch, vault, camber",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪlb,0,certain,word,"V., v"
𐍈𐌹𐌻e𐌹𐌺𐍃,ƕileiks,"what_sort_of, what_kind_of, which, of_what_type",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪliks,18,certain,not_reconstructed,"Pron., Adj., ra"
