got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos,substi
gasmiþōn,V.,"„schmieden“, bewirken, durch Schmieden bewirken","forge (V.), produce in the manner of a smith, effect (V.), work (V.), produce",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,form,ɡasmɪθon,"forge, produce_in_the_manner_of_a_smith, effect, work, produce",v,too long
gasniumjan,V.,"hineilen, kommen","hasten, rush (V.), come first",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,form,ɡasnɪumjan,"hasten, rush, come_first",v,too long
gasniwan,V.,"ereilen, gelangen zu, erlangen","arrive by hastening, reach by hastening, attain",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['2'],certain,form,ɡasnɪwan,"arrive_by_hastening, reach_by_hastening, attain",v,too long
gasōkjan,V.,"aufsuchen, suchen","quest for, seek (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['3'],certain,form,ɡasokjan,"quest_for, seek",v,too long
gasōþjan,V.,"ersättigen, sättigen","satiate, satisfy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['3'],certain,,ɡasoθjan,"satiate, satisfy",v,too long
gaspeiwan,V.,"ausspeien, speien","spit (V.), expectorate",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,form,ɡaspiwan,"spit, expectorate",v,too long
gaspillōn,V.,verkünden,"announce, promulgate, tell",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,form,ɡaspɪllon,"announce, promulgate, tell",v,too long
gastagqjan,V.,anstoßen,"make collide, bring into collision with, strike against",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,form,ɡastaŋkwjan,"make_collide, bring_into_collision_with, strike_against",v,too long
gastaldan,V.,"erwerben, bekommen","procure, acquire, get",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['5'],certain,,ɡastaldan,"procure, acquire, get",v,too long
gastalds,Adj.,gewinnsüchtig,acquisitive,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,[],uncertain,word,ɡastalds,acquisitive,a,too long
gastandan,V.,"stehenbleiben, haltmachen, bestehen, verbleiben, beharren, stillstehen, bleiben,>>>","come to a standing position, come to a halt, stop (V.), assume proper state, sto>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['22'],certain,,ɡastandan,"come_to_a_standing_position, come_to_a_halt, stop, assume_proper_state, sto",v,too long
gastaþs,"M., F.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,[],certain,word,ɡastaθs,,nn,too long
gastaúrknan,V.,"vertrocknen, verdorren","become rigid, stiffen, wither (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,form,ɡastɔrknan,"become_rigid, stiffen, wither",v,too long
gasteigan,V.,"hineinsteigen, herabsteigen","climb (V.), make the climb, get into",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['2'],certain,form,ɡastiɣan,"climb, make_the_climb, get_into",v,too long
gastiggqan,V.,anstoßen,"stumble (V.), strike (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['2'],certain,form,ɡastɪŋɡkwan,"stumble, strike",v,too long
gastigōdei,F.,Gastfreundschaft,hospitality,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,form,ɡastɪɣoði,hospitality,n,too long
gastigōþs,Adj.,"gastfrei, gastfreundlich","hospitable, „good to strangers“",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['2'],certain,form,ɡastɪɣoθs,"hospitable, good_to_strangers",a,too long
gastōjan,V.,"ein Urteil abgeben über, beurteilen, verurteilen, urteilen, beschließen, richten>>>","make a judgement, resolve (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['3'],certain,form,ɡastojan,"make_a_judgement, resolve",v,too long
gastōþan,V.,aufrecht erhalten,"make stand, cause to stand, uphold",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,['1'],certain,,ɡastoθan,"make_stand, cause_to_stand, uphold",v,too long
gastōþs,Adj.,fest,"standing fast, standing steady",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=101,[],uncertain,word,ɡastoθs,"standing_fast, standing_steady",a,too long
gastraujan,V.,"bestreuen, belegen (V.), überdecken, überbreiten","strew out, spread out, cover (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡastraujan,"strew_out, spread_out, cover",v,too long
gasts,M.,"Fremdling, Fremder, Gast","stranger, guest",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['7'],certain,,ɡasts,"stranger, guest",n,
gasūljan,V.,"das Fundament legen, begründen, gründen","found (V.), base (V.), ground (V.), lay the foundation of",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['3'],certain,form,ɡasuljan,"found, base, ground, lay_the_foundation_of",v,too long
gasunjōn,V.,rechtfertigen,"show to be in the right, defend as true, vindicate, justify",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡasunjon,"show_to_be_in_the_right, defend_as_true, vindicate, justify",v,too long
gasupōn,V.,"würzen, salzen","season (V.), spice (V.), salt (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['2'],certain,form,ɡasupon,"season, spice, salt",v,too long
gaswēran,V.,"verherrlichen, verklären","honour (V.), pay honour to, exalt, glorify",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['2'],certain,form,ɡasweran,"honour, pay_honour_to, exalt, glorify",v,too long
gaswikunþjan,V.,"bekanntgeben, offenbaren, sich offenbaren, erscheinen","make manifest, publish, make openly known",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['8'],certain,,ɡaswɪkunθjan,"make_manifest, publish, make_openly_known",v,too long
gaswiltan,V.,"sterben, absterben","die (1), cease living",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['44'],certain,,ɡaswɪltan,"die, cease_living",v,too long
gaswinþjan,V.,stärken,strengthen,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡaswɪnθjan,strengthen,v,too long
gaswinþnan,V.,"erstarken, stark werden","become strong, wax strong, become strengthened",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,,ɡaswɪnθnan,"become_strong, wax_strong, become_strengthened",v,too long
gaswōgjan,V.,"erseufzen, seufzen","sigh (V.), heave a sigh, make a sighing sound",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡaswoɣjan,"sigh, heave_a_sigh, make_a_sighing_sound",v,too long
gataiknjan,V.,"ein Zeichen geben, belehren, zeigen","indicate, show (V.), give directions, teach",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡataɪknjan,"indicate, show, give_directions, teach",v,too long
gataíran,V.,"zerreißen, zerstören, aufheben, auflösen","tear down, remove (V.), pull down, dismantle, demolish, violate, ruin (V.), dest>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['19'],certain,,ɡatɛran,"tear_down, remove, pull_down, dismantle, demolish, violate, ruin, dest",v,too long
gatalzjan,V.,"belehren, erziehen","discipline (V.), correct (V.), teach",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡatalzjan,"discipline, correct, teach",v,too long
gatamjan,V.,"bezähmen, bezwingen, zähmen, bändigen","tame (V.), subdue",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,,ɡatamjan,"tame, subdue",v,too long
gatandjan,V.,"brandmarken, mit einem Brandmal versehen","make burnt, sear (V.), brand (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡatandjan,"make_burnt, sear, brand",v,too long
gatarhjan,V.,"kennzeichnen, sich merken, auszeichnen","expose, make public, show of, make public exhibition of, make an exposé of, reve>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['6'],certain,,ɡatarhjan,"expose, make_public, show_of, make_public_exhibition_of, make_an_exposé_of, reve",v,too long
gatarnjan,V.,berauben,"wrest from, extract from, remove (V.) forcibly, rob, take away",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['1'],certain,form,ɡatarnjan,"wrest_from, extract_from, remove_forcibly, rob, take_away",v,too long
gatass,Adj.,"geordnet, geregelt","ordered, arranged",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,[],uncertain,word,ɡatass,"ordered, arranged",a,too long
gataujan,V.,"vollbringen, bewirken, machen, tun, wirken, bringen","do, commit, execute, produce, bring about, effect (V.), perform, achieve doing, >>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=102,['92'],certain,,ɡataujan,"do, commit, execute, produce, bring_about, effect, perform, achieve_doing, ",v,too long
gataúra,M.,Riss,"rent (N.), tear (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['2'],certain,,ɡatɔra,"rent, tear",n,too long
gataúrnan,V.,"vergehen, aufhören, zerreißen","be torn down, become torn down, be dismantled, become dismantled, disintegrate (>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['5'],certain,form,ɡatɔrnan,"be_torn_down, become_torn_down, be_dismantled, become_dismantled, disintegrate",v,too long
gataúrþs,F.,Zerstörung,"tearing down, demolition, destruction",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['3'],certain,form,ɡatɔrθs,"tearing_down, demolition, destruction",n,too long
gateihan,V.,"anzeigen, verkünden, verkündigen","announce, proclaim (V.), declare, tell, report (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['30'],certain,form,ɡatihan,"announce, proclaim, declare, tell, report",v,too long
gatēmiba,Adv.,geziemend,"congruently, appositely",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['1'],certain,,ɡatemɪβa,"congruently, appositely",r,too long
gatēms,Adj.,geziemend,congruent,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,[],uncertain,word,ɡatems,congruent,a,too long
gatēwiþs,"V., Adj.",geordnet,"arranged, ordered",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,[],certain,,ɡatewɪθs,"arranged, ordered",va,too long
gatēwjan,V.,"verordnen, bestimmen","assign (V.), arrange, order (V.), appoint",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['1'],certain,form,ɡatewjan,"assign, arrange, order, appoint",v,too long
gatilaba,Adv.,"zur rechten Zeit, passend","fittingly, appropriately, suitably",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['1'],certain,,ɡatɪlaβa,"fittingly, appropriately, suitably",r,too long
gatilōn,V.,"erlangen, erzielen","attain to, reach (V.), arrive at, achieve junction with",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['1'],certain,form,ɡatɪlon,"attain_to, reach, arrive_at, achieve_junction_with",v,too long
gatils,Adj.,"passend, geschickt","fit (Adj.), appropriate (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['2'],certain,,ɡatɪls,"fit, appropriate",a,too long
gatiman,V.,geziemen,"be congruent with, time with, fit in with, match (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['1'],certain,form,ɡatɪman,"be_congruent_with, time_with, fit_in_with, match",v,too long
gatimreins,F.,Erbauung,"building up, construction, edification",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['2'],certain,form,ɡatɪmrins,"building_up, construction, edification",n,too long
gatimrjan,V.,"erbauen, bauen","build, build up, construct (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['8'],certain,form,ɡatɪmrjan,"build, build_up, construct",v,too long
gatimrjō,F.,"Gebäude, Bau","building (N.), edifice",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['2'],certain,,ɡatɪmrjo,"building, edifice",n,too long
gatiuhan,V.,"wegziehen, wegführen, führen, bringen","lead forth, conduct (V.), draw (V.), bring",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['8'],certain,form,ɡatɪuhan,"lead_forth, conduct, draw, bring",v,too long
gatráuan,V.,"vertrauen, anvertrauen, trauen","trust (V.), have confidence, be confident of, be convinced of, be persuaded of, >>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['2221'],certain,form,ɡatrauan,"trust, have_confidence, be_confident_of, be_convinced_of, be_persuaded_of, ",v,too long
gatrudan,V.,"zertreten (V.), niedertreten","trample down, tread underfoot",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['1'],certain,,ɡatruðan,"trample_down, tread_underfoot",v,too long
gatulgjan,V.,"befestigen, bestärken","make firm, confirm, affirm, reaffirm, establish, fix firmly, set steadfastly, fo>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['10'],certain,,ɡatulɡjan,"make_firm, confirm, affirm, reaffirm, establish, fix_firmly, set_steadfastly, fo",v,too long
gatwō,F.,Gasse,"thoroughfare, street, main road",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=103,['1'],certain,form,ɡatwo,"thoroughfare, street, main_road",n,"kato, katu, kawo, kawu, kæto, kætu, kæwo, kæwu, γato, γatu, γawo, γawu, γæto, γætu, γæwo, γæwu, ŋato, ŋatu, ŋawo, ŋawu, ŋæto, ŋætu, ŋæwo, ŋæwu"
gaþagki,N.,Bedacht,"deliberation, care (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['1'],certain,form,ɡaθaŋkɪ,"deliberation, care",n,too long
gaþahan,V.,"verstummen, das Schweigen fortsetzen","cease speaking, become taciturn, become mute, shut up, be silent, keep secret",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['2'],certain,form,ɡaθahan,"cease_speaking, become_taciturn, become_mute, shut_up, be_silent, keep_secret",v,too long
gaþaírsan,V.,verdorren,"dry up, wither (V.), parch (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['2'],certain,form,ɡaθɛrsan,"dry_up, wither, parch",v,too long
gaþarban,V.,sich enthalten,"forgo, abstain from, be abstinent, exercise self-abnegation, deny o.s.",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['2'],certain,,ɡaθarban,"forgo, abstain_from, be_abstinent, exercise_selfabnegation, deny_os",v,too long
gaþaúrbs,Adj.,enthaltsam,"forgoing (Adj.), abstinent, self-abnegating (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['1'],certain,,ɡaθɔrbs,"forgoing, abstinent, selfabnegating",a,too long
gaþaúrpan,V.,vergleichen,compare,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,[],certain,word,ɡaθɔrpan,compare,v,too long
gaþaúrsnan,V.,"verdorren, vertrocknen","become dry, dry up, wither, be parched",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['5'],certain,form,ɡaθɔrsnan,"become_dry, dry_up, wither, be_parched",v,too long
gaþeihan,V.,"vorwärtskommen, hervorsprießen, wachsen (V.) (1), zunehmen","progress (V.), grow, advance (V.), prosper",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['2'],certain,form,ɡaθihan,"progress, grow, advance, prosper",v,too long
gaþiuþjan,V.,"segnen, den Segen geben","confer benediction upon, bless (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['4'],certain,form,ɡaθɪuθjan,"confer_benediction_upon, bless",v,too long
gaþiwan,V.,"dienstbar machen, unterjochen, durchbohren","enthrall, subject to thralldom",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['5'],certain,form,ɡaθɪwan,"enthrall, subject_to_thralldom",v,too long
gaþlahsnan,V.,erschrecken,"be frightened, become frightened, be scared, become scared",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['1'],certain,form,ɡaθlahsnan,"be_frightened, become_frightened, be_scared, become_scared",v,too long
gaþlaifts,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,[],certain,form,ɡaθlaɪɸts,,n,too long
gaþlaihan,V.,"ermahnen, trösten, in die Arme schließen, umarmen","comfort (V.), admonish, embrace (V.), hearten, encourage, entreat, exhort",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['1211'],certain,,ɡaθlaɪhan,"comfort, admonish, embrace, hearten, encourage, entreat, exhort",v,too long
gaþlaihts,F.,Trost,"encouragement, heartening, cheering up, comfort (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['11'],certain,form,ɡaθlaɪhts,"encouragement, heartening, cheering_up, comfort",n,too long
gaþlaifts,F.,Trost,"encouragement, heartening, cheering up, comfort (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,[],certain,form,ɡaθlaɪɸts,"encouragement, heartening, cheering_up, comfort",n,too long
gaþliuhan,V.,"die Flucht ergreifen, entfliehen, fliehen","flee (V.), take flight, escape (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['6'],certain,form,ɡaθlɪuhan,"flee, take_flight, escape",v,too long
gaþrafsteins,F.,Trost,"consolation, solace, comfort (N.), encouragement",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['6'],certain,,ɡaθraɸstins,"consolation, solace, comfort, encouragement",n,too long
gaþrafstjan,V.,"trösten, ermuntern, Trost bringen, Trost empfangen","cheer up, raise the spirits of, hearten, give consolation to, make comforted, re>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['14'],certain,,ɡaθraɸstjan,"cheer_up, raise_the_spirits_of, hearten, give_consolation_to, make_comforted, re",v,too long
gaþrask,N.,"Tenne, Ausdrusch",threshing floor,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['1'],certain,form,ɡaθrask,threshing_floor,n,too long
gaþreihan,V.,bedrängen,"put pressure on, constrict, oppress, distress (V.), trouble (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,['1'],certain,form,ɡaθrihan,"put_pressure_on, constrict, oppress, distress, trouble",v,too long
gaþriskan,V.,dreschen,thresh,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=104,[],uncertain,word,ɡaθrɪskan,thresh,v,too long
gaþulan,V.,"erdulden, dulden","tolerate, put up with, suffer (V.), stand (V.), endure",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['5'],certain,,ɡaθulan,"tolerate, put_up_with, suffer, stand, endure",v,too long
gaþwastjan,V.,"befestigen, stärken","firm up, make firm, make secure, solidify, restore, set right",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['54'],certain,form,ɡaθwastjan,"firm_up, make_firm, make_secure, solidify, restore, set_right",v,too long
gaud,Sb.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,[],certain,word,ɡauð,,n,
gauja,M.,Gaubewohner,"inhabitant of a region, people of a country",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['2'],certain,form,ɡauja,"inhabitant_of_a_region, people_of_a_country",n,"kæja, kæjæ, kuja, kujæ, koja, kojæ, γæja, γæjæ, γuja, γujæ, γoja, γojæ, ŋæja, ŋæjæ, ŋuja, ŋujæ, ŋoja, ŋojæ"
gauma,Sb.,Aufmerksamkeit,attention,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['1'],certain,word,ɡauma,attention,n,"kæma, kæmæ, kuma, kumæ, koma, komæ, γæma, γæmæ, γuma, γumæ, γoma, γomæ, ŋæma, ŋæmæ, ŋuma, ŋumæ, ŋoma, ŋomæ"
gauma,M.,Kropf,"crop (N.), goitre",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['2'],certain,word,ɡauma,"crop, goitre",n,"kæma, kæmæ, kuma, kumæ, koma, komæ, γæma, γæmæ, γuma, γumæ, γoma, γomæ, ŋæma, ŋæmæ, ŋuma, ŋumæ, ŋoma, ŋomæ"
gaumjan,V.,"bemerken, erscheinen (= Pass.), seine Aufmerksamkeit auf etwas richten","attend to, pay attention to, take care of, see to, perceive, notice (V.), take n>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['16'],certain,,ɡaumjan,"attend_to, pay_attention_to, take_care_of, see_to, perceive, notice, take_n",v,too long
gaunlēdjan,V.,arm machen,make poor,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['1'],certain,form,ɡaunleðjan,make_poor,v,too long
gaunōn,V.,"klagen, Totenklage anstimmen","lament (V.), bewail, sing a dirge, wail in mourning",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['3'],certain,,ɡaunon,"lament, bewail, sing_a_dirge, wail_in_mourning",v,too long
gaunōþus,M.,Klage,"lamentation, mourning (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['1'],certain,form,ɡaunoθus,"lamentation, mourning",n,too long
gaur,Sb.,Betrübnis,"grief, anguish (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,[],certain,word,ɡaur,"grief, anguish",n,
gaurei,F.,Betrübnis,"grief, anguish (N.), sorrow (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['1'],certain,form,ɡauri,"grief, anguish, sorrow",n,"kæri, kære, kuri, kure, kori, kore, γæri, γære, γuri, γure, γori, γore, ŋæri, ŋære, ŋuri, ŋure, ŋori, ŋore"
gauriþa,F.,Betrübnis,"grief, anguish (N.), sorrow (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['1'],certain,,ɡaurɪθa,"grief, anguish, sorrow",n,too long
gaurjan,V.,"kränken, betrüben","insult (V.), grieve, cause anguish to, pain (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['10'],certain,form,ɡaurjan,"insult, grieve, cause_anguish_to, pain",v,too long
gaurs,Adj.,"betrübt, traurig, mürrisch","grieved, anguished, pained, sorrowful, sad, sullen",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['6'],certain,,ɡaurs,"grieved, anguished, pained, sorrowful, sad, sullen",a,
gaus,Adj.,tönend?,sounded,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,[],certain,word,ɡaus,sounded,a,
Gauti,M.,Goten,Goths,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,[],certain,word,ɡautɪ,Goths,n,"kæti, kæte, kuti, kute, koti, kote, γæti, γæte, γuti, γute, γoti, γote, ŋæti, ŋæte, ŋuti, ŋute, ŋoti, ŋote"
Gauts,M.,Gote,Goth,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,[],uncertain,word,ɡauts,Goth,n,
gawadjōn,V.,"zusammenfügen, verloben","pledge (V.), betroth, plight (V.), promise (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,['1'],certain,form,ɡawaðjon,"pledge, betroth, plight, promise",v,too long
gawagiþs,"V., Adj.","bewegt, beweglich","movable, moved, shaken",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=105,[],uncertain,word,ɡawaɣɪθs,"movable, moved, shaken",va,too long
gawagjan,V.,"in Bewegung setzen, ermuntern, anregen, bewegen, erregen","shake (V.), make shake, move (V.), make move, set in motion, stir up, cause to t>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['4'],certain,,ɡawaɣjan,"shake, make_shake, move, make_move, set_in_motion, stir_up, cause_to_t",v,too long
gawaírpan,V.,"hinwerfen, niederwerfen, werfen, hinundherreißen","throw (V.), cast down, fling (V.), dash (V.), toss (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['3'],certain,,ɡawɛrpan,"throw, cast_down, fling, dash, toss",v,too long
gawaírþan,V.,"sich zuwenden, sich nähern, sich zusammentun","turn o.s. to, approach (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,[],certain,word,ɡawɛrθan,"turn_os_to, approach",v,too long
gawaírþeigs,Adj.,"friedfertig, friedlich","peaceable, peaceful, conciliated, concordant",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['1'],certain,form,ɡawɛrθiɣs,"peaceable, peaceful, conciliated, concordant",a,too long
gawaírþi,N.,Friede,"peace, concord (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['5352'],certain,,ɡawɛrθɪ,"peace, concord",n,too long
gawaírþjan,V.,versöhnen,"reconcile, bring together, lead to concord",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,[],uncertain,word,ɡawɛrθjan,"reconcile, bring_together, lead_to_concord",v,too long
gawaírþnan,V.,"versöhnt werden, sich versöhnen","be reconciled to, become reconciled to, come together with",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,[],uncertain,word,ɡawɛrθnan,"be_reconciled_to, become_reconciled_to, come_together_with",v,too long
gawaknan,V.,erwachen,"become awake, awake (V.), wake up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['1'],certain,form,ɡawaknan,"become_awake, awake, wake_up",v,too long
gawaldan,V.,"sich der Herrschaft bemächtigen, vergewaltigen","wield domination over, exercise command over, exercise authority over",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['1'],certain,form,ɡawaldan,"wield_domination_over, exercise_command_over, exercise_authority_over",v,too long
gawaleins,F.,"Erwählung, Wahl","selection, election, choosing (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['2'],certain,form,ɡawalins,"selection, election, choosing",n,too long
gawaljan,V.,"erwählen, auserwählen, auswählen","choose, select",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['18'],certain,form,ɡawaljan,"choose, select",v,too long
gawamms,Adj.,"gemein, unrein, befleckt","spotted, stained, unclean (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['1'],certain,form,ɡawamms,"spotted, stained, unclean",a,too long
gawandeins,F.,Bekehrung,conversion,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['1'],certain,,ɡawandins,conversion,n,too long
gawandjan,V.,"wenden, zurückwenden, hinlenken, bekehren, zurückgeben, hinwenden, umkehren, zur>>>","turn around, turn back, return (V.), turn (V.), revert (V.), become converted, c>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['40'],certain,,ɡawandjan,"turn_around, turn_back, return, turn, revert, become_converted, c",v,too long
gawargeins,F.,"Verurteilung, Verdammung, Verdammnis","condemnation, damnation, proscription",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['1'],certain,form,ɡawarɡins,"condemnation, damnation, proscription",n,too long
gawargjan,V.,"einen verurteilen zu, ächten, verdammen","condemn, damn, outlaw (V.), pronounce judgement against",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['2'],certain,form,ɡawarɡjan,"condemn, damn, outlaw, pronounce_judgement_against",v,too long
gawaseins,F.,"Bekleidung, Kleidung","clothing, apparel",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=106,['1'],certain,,ɡawasins,"clothing, apparel",n,too long
