Original,Orth,en,de,type,type.1,IPA,split,proto,protouew
galacsin,galacsi,pellet,Kügelchen,N,,ɡɒlɒt͡ʃi,ɡ¹ɒ³l³ɒ³t͡ʃ³i²,'ɡ¹' can't be from Uralic,'ɡ¹' can't be from Uralic
galiba,galib,mischief,"Unheilstiften, unschickliches Benehmen",N,,ɡɒlib,ɡ¹ɒ³l³i³b³∅²,'ɡ¹' can't be from Uralic,'ɡ¹' can't be from Uralic
garázda,garázd,quarrelsome,aufsässig,Adj,,ɡɒraːzd,ɡ¹ɒ³r³a³zd³∅²,"'ɡ¹' can't be from Uralic, 'zd³' can't be from Uralic","'ɡ¹' can't be from Uralic, 'zd³' can't be from Uralic"
garázda,garáz,quarrelsome,aufsässig,Adj,,ɡɒraːz,ɡ¹ɒ³r³a³z³∅²,'ɡ¹' can't be from Uralic,'ɡ¹' can't be from Uralic
gaz,ga,weed,Unkraut,N,,ɡɒ,ɡ¹ɒ²,"'ɡ¹' can't be from Uralic, 'ɒ²' can't be from Uralic","'ɡ¹' can't be from Uralic, 'ɒ²' can't be from Uralic"
gödör,gödö,pit,Grube,N,,ɡødø,ɡ¹ø³d³ø²,'ɡ¹' can't be from Uralic,'ɡ¹' can't be from Uralic
gond,gon,worry,Sorge,N,,ɡon,ɡ¹o³n³∅²,'ɡ¹' can't be from Uralic,'ɡ¹' can't be from Uralic
gőz,gő,steam,Dampf,N,,ɡøː,ɡ¹ø²,'ɡ¹' can't be from Uralic,'ɡ¹' can't be from Uralic
gyep,gye,lawn,Rasen,N,,ɟɛ,ɟ¹ɛ²,'ɟ¹' can't be from Uralic,'ɟ¹' can't be from Uralic
gyér,gyé,sparse,spärlich,Rest,,ɟeː,ɟ¹e²,'ɟ¹' can't be from Uralic,'ɟ¹' can't be from Uralic
gyors,gyor,fast,schnell,Adj,,ɟor,ɟ¹o³r³∅²,'ɟ¹' can't be from Uralic,'ɟ¹' can't be from Uralic
győz,győ,win,Sieg,V,,ɟøː,ɟ¹ø²,'ɟ¹' can't be from Uralic,'ɟ¹' can't be from Uralic
gyújt,gyúj,light,anzünden,V,,ɟuːj,ɟ¹u³j³∅²,'ɟ¹' can't be from Uralic,'ɟ¹' can't be from Uralic
halk,hal,silent,still,Adj,,hɒl,h¹ɒ³l³∅²,kalke (17.25); kalkɜ (16.5); kalka (16.5); koðe (15.25); kȣle (15.0); keme (14.75); kale (14.75); kulke (14.5); koðɜ (14.5); koða (14.5); keðe (14.5); kame (14.5); kaðe (14.5); kȣlɜ (14.25); kȣla (14.25); kemɜ (14.0); kema (14.0); kalkæ (14.0); kalɜ (14.0); kala (14.0); kulkɜ (13.75); kulka (13.75); keðɜ (13.75); keða (13.75); kamɜ (13.75); kama (13.75); kaðɜ (13.75); kaða (13.75); kɜme (12.75); kȣðe (12.5); kolke (12.5); kole (12.5); kɜlke (12.5); kȣme (12.25); kȣlke (12.25); kome (12.25); kelke (12.25); kule (12.0); koðæ (12.0); kɜmɜ (12.0); kɜma (12.0); kɜle (12.0); kɜðe (12.0); kele (12.0); kume (11.75); kuðe (11.75); kȣlæ (11.75); kȣðɜ (11.75); kȣða (11.75); kolkɜ (11.75); kolka (11.75); kolɜ (11.75); kola (11.75); kɜlkɜ (11.75); kɜlka (11.75); kȣmɜ (11.5); kȣma (11.5); kȣlkɜ (11.5); kȣlka (11.5); komɜ (11.5); koma (11.5); kemæ (11.5); kelkɜ (11.5); kelka (11.5); kalæ (11.5); kulkæ (11.25); kulɜ (11.25); kula (11.25); kɜlɜ (11.25); kɜla (11.25); kɜðɜ (11.25); kɜða (11.25); kelɜ (11.25); kela (11.25); keðæ (11.25); kamæ (11.25); kaðæ (11.25); kumɜ (11.0); kuma (11.0); kuðɜ (11.0); kuða (11.0); kɜmæ (9.5); kȣðæ (9.25); kolkæ (9.25); kolæ (9.25); kɜlkæ (9.25); kȣmæ (9.0); kȣlkæ (9.0); komæ (9.0); kelkæ (9.0); kulæ (8.75); kɜlæ (8.75); kɜðæ (8.75); kelæ (8.75); kumæ (8.5); kuðæ (8.5),kalke (17.25); kalkɜ (16.5); kalka (16.5); koδe (15.25); kȣle (15.0); keme (14.75); kale (14.75); kulke (14.5); koδɜ (14.5); koδa (14.5); keδe (14.5); kame (14.5); kaδe (14.5); kȣlɜ (14.25); kȣla (14.25); kemɜ (14.0); kema (14.0); kalkä (14.0); kalɜ (14.0); kala (14.0); kulkɜ (13.75); kulka (13.75); keδɜ (13.75); keδa (13.75); kamɜ (13.75); kama (13.75); kaδɜ (13.75); kaδa (13.75); kɜme (12.75); kȣδe (12.5); kolke (12.5); kole (12.5); kɜlke (12.5); kȣme (12.25); kȣlke (12.25); kome (12.25); kelke (12.25); kule (12.0); koδä (12.0); kɜmɜ (12.0); kɜma (12.0); kɜle (12.0); kɜδe (12.0); kele (12.0); kume (11.75); kuδe (11.75); kȣlä (11.75); kȣδɜ (11.75); kȣδa (11.75); kolkɜ (11.75); kolka (11.75); kolɜ (11.75); kola (11.75); kɜlkɜ (11.75); kɜlka (11.75); kȣmɜ (11.5); kȣma (11.5); kȣlkɜ (11.5); kȣlka (11.5); komɜ (11.5); koma (11.5); kemä (11.5); kelkɜ (11.5); kelka (11.5); kalä (11.5); kulkä (11.25); kulɜ (11.25); kula (11.25); kɜlɜ (11.25); kɜla (11.25); kɜδɜ (11.25); kɜδa (11.25); kelɜ (11.25); kela (11.25); keδä (11.25); kamä (11.25); kaδä (11.25); kumɜ (11.0); kuma (11.0); kuδɜ (11.0); kuδa (11.0); kɜmä (9.5); kȣδä (9.25); kolkä (9.25); kolä (9.25); kɜlkä (9.25); kȣmä (9.0); kȣlkä (9.0); komä (9.0); kelkä (9.0); kulä (8.75); kɜlä (8.75); kɜδä (8.75); kelä (8.75); kumä (8.5); kuδä (8.5)
hamar,hama,soon,bald,Rest,,hɒmɒ,h¹ɒ³m³ɒ²,'ɒ²' can't be from Uralic,'ɒ²' can't be from Uralic
hanga,hang,heather,Heide,N,,hɒnɡ,h¹ɒ³nɡ³∅²,kane (14.5); kanɜ (13.75); kana (13.75); kune (13.25); kunɜ (12.5); kuna (12.5); kɜne (12.5); kone (12.25); kene (12.0); kȣne (11.75); kɜnɜ (11.75); kɜna (11.75); konɜ (11.5); kona (11.5); kenɜ (11.25); kena (11.25); kanæ (11.25); kȣnɜ (11.0); kȣna (11.0); kunæ (10.0); kɜnæ (9.25); konæ (9.0); kenæ (8.75); kȣnæ (8.5),kane (14.5); kanɜ (13.75); kana (13.75); kune (13.25); kunɜ (12.5); kuna (12.5); kɜne (12.5); kone (12.25); kene (12.0); kȣne (11.75); kɜnɜ (11.75); kɜna (11.75); konɜ (11.5); kona (11.5); kenɜ (11.25); kena (11.25); kanä (11.25); kȣnɜ (11.0); kȣna (11.0); kunä (10.0); kɜnä (9.25); konä (9.0); kenä (8.75); kȣnä (8.5)
hanga,han,heather,Heide,N,,hɒn,h¹ɒ³n³∅²,kene (15.25); kenɜ (14.5); kena (14.5); kane (14.5); kanɜ (13.75); kana (13.75); kune (13.25); kone (12.75); kunɜ (12.5); kuna (12.5); kȣne (12.5); konɜ (12.0); kona (12.0); kɜne (12.0); kenæ (12.0); kȣnɜ (11.75); kȣna (11.75); kɜnɜ (11.25); kɜna (11.25); kanæ (11.25); kunæ (10.0); konæ (9.5); kȣnæ (9.25); kɜnæ (8.75),kene (15.25); kenɜ (14.5); kena (14.5); kane (14.5); kanɜ (13.75); kana (13.75); kune (13.25); kone (12.75); kunɜ (12.5); kuna (12.5); kȣne (12.5); konɜ (12.0); kona (12.0); kɜne (12.0); kenä (12.0); kȣnɜ (11.75); kȣna (11.75); kɜnɜ (11.25); kɜna (11.25); kanä (11.25); kunä (10.0); konä (9.5); kȣnä (9.25); kɜnä (8.75)
harcsa,harcs,catfish,Wels,N,,hɒrt͡ʃ,h¹ɒ³rt͡ʃ³∅²,'rt͡ʃ³' can't be from Uralic,'rt͡ʃ³' can't be from Uralic
harcsa,har,catfish,Wels,N,,hɒr,h¹ɒ³r³∅²,kare (14.5); kajre (14.5); karɜ (13.75); kara (13.75); kajrɜ (13.75); kajra (13.75); kure (13.25); kujre (13.25); kurɜ (12.5); kura (12.5); kujrɜ (12.5); kujra (12.5); kɜre (12.5); kɜjre (12.5); kore (12.25); kojre (12.25); kere (12.0); kejre (12.0); kȣre (11.75); kȣjre (11.75); kɜrɜ (11.75); kɜra (11.75); kɜjrɜ (11.75); kɜjra (11.75); korɜ (11.5); kora (11.5); kojrɜ (11.5); kojra (11.5); kerɜ (11.25); kera (11.25); kejrɜ (11.25); kejra (11.25); karæ (11.25); kajræ (11.25); kȣrɜ (11.0); kȣra (11.0); kȣjrɜ (11.0); kȣjra (11.0); kuræ (10.0); kujræ (10.0); kɜræ (9.25); kɜjræ (9.25); koræ (9.0); kojræ (9.0); keræ (8.75); kejræ (8.75); kȣræ (8.5); kȣjræ (8.5),kare (14.5); kajre (14.5); karɜ (13.75); kara (13.75); kajrɜ (13.75); kajra (13.75); kure (13.25); kujre (13.25); kurɜ (12.5); kura (12.5); kujrɜ (12.5); kujra (12.5); kɜre (12.5); kɜjre (12.5); kore (12.25); kojre (12.25); kere (12.0); kejre (12.0); kȣre (11.75); kȣjre (11.75); kɜrɜ (11.75); kɜra (11.75); kɜjrɜ (11.75); kɜjra (11.75); korɜ (11.5); kora (11.5); kojrɜ (11.5); kojra (11.5); kerɜ (11.25); kera (11.25); kejrɜ (11.25); kejra (11.25); karä (11.25); kajrä (11.25); kȣrɜ (11.0); kȣra (11.0); kȣjrɜ (11.0); kȣjra (11.0); kurä (10.0); kujrä (10.0); kɜrä (9.25); kɜjrä (9.25); korä (9.0); kojrä (9.0); kerä (8.75); kejrä (8.75); kȣrä (8.5); kȣjrä (8.5)
has,ha,tummy,Bauch,N,,hɒ,h¹ɒ²,'ɒ²' can't be from Uralic,'ɒ²' can't be from Uralic
hely,he,place,Platz,N,,hɛ,h¹ɛ²,kɜ (13.0); ka (12.5),kɜ (13.0); ka (12.5)
