Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw
unkja,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=247,unkja,unkja
unkunnands,"V., Adj.","nicht kennend, unwissend","unknowing, ignorant",https://koeblergerhard.de/wikiling/?f=got&page=247,unkunnands,unkunnands
unkunþi,N.,Unkunde,"ignorance, lack of knowledge",https://koeblergerhard.de/wikiling/?f=got&page=247,unkunθɪ,unkunθɪ
unkunþs,"V., Adj.",unbekannt,unknown,https://koeblergerhard.de/wikiling/?f=got&page=247,unkunθs,unkunθs
unledi,N.,Armut,"indigence, poverty",https://koeblergerhard.de/wikiling/?f=got&page=247,unledɪ,unledɪ
unledjan,V.,arm machen,make poor,https://koeblergerhard.de/wikiling/?f=got&page=247,unledjan,unledjan
unleþs,Adj.,arm,"moneyless, propertyless, poor (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=247,unleθs,unleθs
unliufs,Adj.,"ungeliebt, unlieb",unloved,https://koeblergerhard.de/wikiling/?f=got&page=247,unlɪufs,unlɪwfs
unliugaiþs,"V., Adj.",unverheiratet,"unmarried, unwed",https://koeblergerhard.de/wikiling/?f=got&page=247,unlɪuɡɛθs,unlɪwɡɛθs
unliugands,"V., Adj.",nicht lügend,"unlying (Adj.), unfalsifying",https://koeblergerhard.de/wikiling/?f=got&page=247,unlɪuɡands,unlɪwɡands
unliuts,Adj.,"ungeheuchelt, ohne Falsch","undeceitful, infeigned, sincere, unhypocritical",https://koeblergerhard.de/wikiling/?f=got&page=247,unlɪuts,unlɪwts
unlustus,M.,Unlust,"listlessness, inappetence, apathy",https://koeblergerhard.de/wikiling/?f=got&page=247,unlustus,unlustus
unmahteigs,Adj.,"ohnmächtig, schwach, unmöglich","powerless, infirm (Adj.), incapable, impossible, weak",https://koeblergerhard.de/wikiling/?f=got&page=247,unmahtiɡs,unmahtiɡs
unmahts,F.,"Ohnmacht, Schwäche, Krankheit","incapacity, sickness, infirmity, weakness, strengthlessness",https://koeblergerhard.de/wikiling/?f=got&page=247,unmahts,unmahts
unmanariggws,Adj.,"ungezähmt, wild, grausam","untamed, barbarous, treacherous, wild (Adj.), cruel (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=247,unmanarɪɡɡws,unmanarɪɡɡws
unmanatriggws,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=247,unmanatrɪɡɡws,unmanatrɪɡɡws
unmanwus,Adj.,unvorbereitet,"unprepared, not ready",https://koeblergerhard.de/wikiling/?f=got&page=247,unmanwus,unmanwus
unmilds,Adj.,lieblos,"uncharitable, unkind, uncompassionate",https://koeblergerhard.de/wikiling/?f=got&page=248,unmɪlds,unmɪlds
unnuts,Adj.,"unnütz, töricht","useless, unavailing, foolish",https://koeblergerhard.de/wikiling/?f=got&page=248,unnuts,unnuts
unqeniþs,"V., Adj.",unbeweibt,"unwived, unmarried",https://koeblergerhard.de/wikiling/?f=got&page=248,unkʷenɪθs,unkwenɪθs
unqeþs,Adj.,unaussprechlich,"unspeakable, unutterable, not to be told",https://koeblergerhard.de/wikiling/?f=got&page=248,unkʷeθs,unkweθs
unriurei,F.,Unvergänglichkeit,"imperishableness, incorruption",https://koeblergerhard.de/wikiling/?f=got&page=248,unrɪuri,unrɪwri
unriureis,Adj.,unvergänglich,"imperishable, incorruptible, immortal (Adj.), eternal",https://koeblergerhard.de/wikiling/?f=got&page=248,unrɪuris,unrɪwris
unriurs,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=248,unrɪurs,unrɪwrs
unrodjands,"V., Adj.","nicht redend, stumm","unspeaking, speechless, dumb, unable to speak",https://koeblergerhard.de/wikiling/?f=got&page=248,unrodjands,unrodjands
uns,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=248,uns,uns
unsahtaba,Adv.,"unbestritten, unbestreitbar","indisputably, incontrovertibly",https://koeblergerhard.de/wikiling/?f=got&page=248,unsahtaba,unsahtaba
unsahts,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=248,unsahts,unsahts
unsaiƕands,"V., Adj.",nicht sehend,"unseeing, blind (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=248,unsɛhʷands,unsɛhwands
unsaltans,"V., Adj.","ungesalzen, kraftlos",unsalted,https://koeblergerhard.de/wikiling/?f=got&page=248,unsaltans,unsaltans
unsar,Pron.,unser,our,https://koeblergerhard.de/wikiling/?f=got&page=248,unsar,unsar
unsara,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=248,unsara,unsara
unselei,F.,"Bosheit, Schlechtigkeit","unkindness, malevolence, malice, wickedness",https://koeblergerhard.de/wikiling/?f=got&page=248,unseli,unseli
unsels,Adj.,"übel, böse","unkind, malevolent, malicious, evil (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=248,unsels,unsels
unsibjis,Adj.,"ungesetzlich, gottlos","outlaw, outlawed, excommunicated, unlawful, impious",https://koeblergerhard.de/wikiling/?f=got&page=248,unsɪbjɪs,unsɪbjɪs
unsis,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=248,unsɪs,unsɪs
unskaus,Adj.,nüchtern,"unobscured, unblurred, undimmed, sober (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=248,unskɔs,unskɔs
unsuti,"N., N.","Aufstand, Aufruhr","unmildness, untranquility, ungentle situation, confusion",https://koeblergerhard.de/wikiling/?f=got&page=249,unsutɪ,unsutɪ
unsweibands,"V., Adj.",unaufhörlich,"unceasing (Adj.), ceaseless, uncessant",https://koeblergerhard.de/wikiling/?f=got&page=249,unswibands,unswibands
unsweran,V.,"verunehren, beschimpfen","dishonour (V.), treat with dishonour",https://koeblergerhard.de/wikiling/?f=got&page=249,unsweran,unsweran
unswerei,F.,Unehre,"dishonour (N.), infamy, disrepute (N.)",https://koeblergerhard.de/wikiling/?f=got&page=249,unsweri,unsweri
unsweriþa,F.,Unehre,"dishonouredness, dishonour (N.), disgrace (N.)",https://koeblergerhard.de/wikiling/?f=got&page=249,unswerɪθa,unswerɪθa
unswers,Adj.,"nicht geachtet, verachtet","unhonoured, dishonoured, ignoble, undignified, despised",https://koeblergerhard.de/wikiling/?f=got&page=249,unswers,unswers
unswikunþs,Adj.,unbekannt,"unknown, not well-recognized",https://koeblergerhard.de/wikiling/?f=got&page=249,unswɪkunθs,unswɪkunθs
untals,Adj.,"unfügsam, unbotmäßig, ungehorsam, ungebildet, töricht","uneducated, untrained, undisciplined, ineducable, ignorant",https://koeblergerhard.de/wikiling/?f=got&page=249,untals,untals
unte,Konj.,"bis, solange als, denn, weil, da","until the end of the period in which, while (Konj.), up until, until the time th>>>",https://koeblergerhard.de/wikiling/?f=got&page=249,unte,unte
untilamalsks,Adj.,"voreilig, unbesonnen","unfittingly precipitate, unsuitably foolhardy, inappropriately brash, reckless",https://koeblergerhard.de/wikiling/?f=got&page=249,untɪlamalsks,untɪlamalsks
untriggws,Adj.,"untreu, ungerecht","untrustworthy, unreliable, unjust",https://koeblergerhard.de/wikiling/?f=got&page=249,untrɪɡɡws,untrɪɡɡws
unþa,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=249,unθa,unθa
unþaþliuhan,V.,"entfliehen, einem entrinnen","escape (V.), get away",https://koeblergerhard.de/wikiling/?f=got&page=249,unθaθlɪuhan,unθaθlɪwhan
unþiuda,F.,"Unvolk, Nichtvolk","non-people, non-nation",https://koeblergerhard.de/wikiling/?f=got&page=249,unθɪuda,unθɪwda
unþiuþ,N.,das Böse,"non-good, evil (N.), badness",https://koeblergerhard.de/wikiling/?f=got&page=249,unθɪuθ,unθɪwθ
unþiuþjan,V.,fluchen,"curse (V.), imprecate evil upon, confer a malediction upon",https://koeblergerhard.de/wikiling/?f=got&page=249,unθɪuθjan,unθɪwθjan
unþwahans,"V., Adj.",ungewaschen,unwashed,https://koeblergerhard.de/wikiling/?f=got&page=249,unθwahans,unθwahans
unufbrikands,"V., Adj.",unanstößig,"unspurning, unscorning, unrebuffing, not giving offence",https://koeblergerhard.de/wikiling/?f=got&page=249,unufbrɪkands,unufbrɪkands
unuhteigo,Adv.,zur Unzeit,"unseasonably, at an inopportune time, out of season, on an untimely occasion",https://koeblergerhard.de/wikiling/?f=got&page=249,unuhtiɡo,unuhtiɡo
unuhteigs,Adj.,unzeitig,untimely (Adj.),https://koeblergerhard.de/wikiling/?f=got&page=249,unuhtiɡs,unuhtiɡs
unuslaisiþs,"V., Adj.","unbelehrt, ungelehrt","uninstructed, uneducated, untaught",https://koeblergerhard.de/wikiling/?f=got&page=250,unuslɛsɪθs,unuslɛsɪθs
unusspilloþs,"V., Adj.","nicht auszuerzählen, unerforschlich","inexpressible, unexplainable, unfathomable",https://koeblergerhard.de/wikiling/?f=got&page=250,unusspɪlloθs,unusspɪlloθs
unwahs,Adj.,"tadellos, untadelhaft","uncrooked, unbent, undevious, unswerving, undivergent, blameless",https://koeblergerhard.de/wikiling/?f=got&page=250,unwahs,unwahs
unwairþaba,Adv.,unwürdig,"unworthily, unbecomingly",https://koeblergerhard.de/wikiling/?f=got&page=250,unwɛrθaba,unwɛrθaba
unwairþs,Adj.,unwürdig,unworthy,https://koeblergerhard.de/wikiling/?f=got&page=250,unwɛrθs,unwɛrθs
unwammei,F.,"Unbeflecktheit, Reinheit, Lauterkeit","spotlessness, flawlessness, stainlessness",https://koeblergerhard.de/wikiling/?f=got&page=250,unwammi,unwammi
unwamms,Adj.,"fleckenlos, tadellos, rein","spotless, flawless, unstained",https://koeblergerhard.de/wikiling/?f=got&page=250,unwamms,unwamms
unwaurstwo,F.,"Untätige, Müßige","non-working woman, unoccupied woman, indolent woman",https://koeblergerhard.de/wikiling/?f=got&page=250,unwɔrstwo,unwɔrstwo
unwaurstws,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=250,unwɔrstws,unwɔrstws
unweis,Adj.,"ungebildet, unwissend","uninformed, ignorant",https://koeblergerhard.de/wikiling/?f=got&page=250,unwis,unwis
unweniggo,Adv.,"unerwartet, plötzlich, unverhofft","unexpectedly, unanticipatedly, unawares",https://koeblergerhard.de/wikiling/?f=got&page=250,unwenɪɡɡo,unwenɪɡɡo
unwerei,"F., F.",Unwille,"disagreeability, unwillingness",https://koeblergerhard.de/wikiling/?f=got&page=250,unweri,unweri
unwereins,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=250,unwerins,unwerins
unwereis,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=250,unweris,unweris
unwerjan,V.,"unwillig sein (V.), zürnen","disagree, refuse to agree, be disagreeable, be unwilling",https://koeblergerhard.de/wikiling/?f=got&page=250,unwerjan,unwerjan
unwers,Adj.,"unwillig, zornig","disagreeable, disagreeing",https://koeblergerhard.de/wikiling/?f=got&page=250,unwers,unwers
unwiss,Adj.,"ungewiss, ins Ungewisse","uncertain, unsure",https://koeblergerhard.de/wikiling/?f=got&page=250,unwɪss,unwɪss
unwita,M.,"Unwissender, Unverständiger, Törichter","ignorant person, unknowing person, nonsensical person, fool (M.)",https://koeblergerhard.de/wikiling/?f=got&page=250,unwɪta,unwɪta
unwitands,"V., Adj.",unwissend,"unknowing (Adj.), ignorant",https://koeblergerhard.de/wikiling/?f=got&page=250,unwɪtands,unwɪtands
unwiti,N.,"Unwissenheit, Unverstand","ignorance, unknowingness, unintelligence, senselessness, foolishness",https://koeblergerhard.de/wikiling/?f=got&page=250,unwɪtɪ,unwɪtɪ
unwunands,"V., Adj.","beängstigt, bekümmert","discontent, unhappy, upset (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=251,unwunands,unwunands
ur,"V., Präp.",aus,"out, ex-",https://koeblergerhard.de/wikiling/?f=got&page=251,ur,ur
uraz,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=251,uraz,uraz
urraisjan,V.,"zum Aufstehen bringen, aufrichten, erwecken, erregen, aufregen","cause to rise up, raise up, rouse (V.), arouse",https://koeblergerhard.de/wikiling/?f=got&page=251,urrɛsjan,urrɛsjan
urrannjan,V.,aufgehen lassen,"cause to emerge, cause to course out",https://koeblergerhard.de/wikiling/?f=got&page=251,urrannjan,urrannjan
urredan,V.,"auflegen, bestimmen, urteilen","legislate, plan out, derive from argument, determine, decide",https://koeblergerhard.de/wikiling/?f=got&page=251,urredan,urredan
urreisan,V.,"erstehen, sich erheben, aufstehen","arise, rise (V.), get up",https://koeblergerhard.de/wikiling/?f=got&page=251,urrisan,urrisan
urrinnan,V.,"auslaufen, ausgehen, aufgehen (von Samen oder von der Sonne)","run out, emerge, come forth, come up (of plant seed or the sun), rise (V.)",https://koeblergerhard.de/wikiling/?f=got&page=251,urrɪnnan,urrɪnnan
urrists,F.,Auferstehung,"arising (N.), rising up",https://koeblergerhard.de/wikiling/?f=got&page=251,urrɪsts,urrɪsts
urrugks,Adj.,verworfen?,"expelled?, outcast (Adj.)?, excommunicated?, depraved",https://koeblergerhard.de/wikiling/?f=got&page=251,urruɡks,urruɡks
urrumnan,V.,"sich erweitern, aufgehen","become spacious, become commodious, enlarge, widen, open wide",https://koeblergerhard.de/wikiling/?f=got&page=251,urrumnan,urrumnan
urruns,M.,"Aufgang (der Sonne), Osten, Abtritt","egress (N.), emergence, solar egress, sunrise, sunup, runoff, sewer, latrine, to>>>",https://koeblergerhard.de/wikiling/?f=got&page=251,urruns,urruns
urruns,F.,Ausgang,"exodus, departure, exit",https://koeblergerhard.de/wikiling/?f=got&page=251,urruns,urruns
urs,M.,"Auerochs, u-Rune","urus, aurochs, name of u-rune",https://koeblergerhard.de/wikiling/?f=got&page=251,urs,urs
us,Präp.,"aus, von her, seit, gleich nach","out of, from, away from, forth from, of, since, proceeding from, utilizing",https://koeblergerhard.de/wikiling/?f=got&page=251,us,us
usagiþs,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=251,usaɡɪθs,usaɡɪθs
usagjan,V.,einen erschrecken,"frighten utterly, terrify, make exceedingly afraid",https://koeblergerhard.de/wikiling/?f=got&page=251,usaɡjan,usaɡjan
usagljan,V.,"ins Gesicht schlagen, bedrängen, belästigen, beschimpfen","inflict injury upon, cause harm to, be hurtful to, bother (V.)",https://koeblergerhard.de/wikiling/?f=got&page=251,usaɡljan,usaɡljan
usaiwjan,V.,sich anstrengen,"endure to the end, persevere, exert o.s.",https://koeblergerhard.de/wikiling/?f=got&page=251,usɛwjan,usɛwjan
usalþan,V.,"alt werden, veralten","grow very old, reach extreme age",https://koeblergerhard.de/wikiling/?f=got&page=251,usalθan,usalθan
usalþans,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=252,usalθans,usalθans
usanan,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=252,usanan,usanan
usbairan,V.,"hinaustragen, hervorbringen, vorbringen, ertragen","bear away, bear forth, bear out, remove (V.), carry out, bring forth, produce (V>>>",https://koeblergerhard.de/wikiling/?f=got&page=252,usbɛran,usbɛran
usbalþei,"F., F.","Frechheit, fortwährende Zänkerei","insolence, arrogance, continuous bickering",https://koeblergerhard.de/wikiling/?f=got&page=252,usbalθi,usbalθi
usbalþeins,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=252,usbalθins,usbalθins
usbalþjan,V.,"wagen, sich erkühnen","be arrogant, be insolent, brazen out",https://koeblergerhard.de/wikiling/?f=got&page=252,usbalθjan,usbalθjan
usbaugjan,V.,ausfegen,"broom out, sweep out",https://koeblergerhard.de/wikiling/?f=got&page=252,usbɔɡjan,usbɔɡjan
usbeidan,V.,"erwarten, Geduld haben","expect, await, look for, wait for",https://koeblergerhard.de/wikiling/?f=got&page=252,usbidan,usbidan
usbeisnei,F.,"Geduld, Langmut","long-abiding, patience, waiting out",https://koeblergerhard.de/wikiling/?f=got&page=252,usbisni,usbisni
usbeisneigs,Adj.,"geduldig, langmütig","long-abiding, patient",https://koeblergerhard.de/wikiling/?f=got&page=252,usbisniɡs,usbisniɡs
usbeisns,F.,"Erwartung, Geduld, Langmut","expectation, awaiting, long-abiding, patience",https://koeblergerhard.de/wikiling/?f=got&page=252,usbisns,usbisns
usbidan,V.,erbitten,"make a prayerful wish for, wish prayerfully",https://koeblergerhard.de/wikiling/?f=got&page=252,usbɪdan,usbɪdan
usbliggwan,V.,durchbleuen,"beat severely, flog (V.), scourge (V.)",https://koeblergerhard.de/wikiling/?f=got&page=252,usblɪɡɡwan,usblɪɡɡwan
usblotan,V.,bitten,"pray, adjure, implore, supplicate worshipfully",https://koeblergerhard.de/wikiling/?f=got&page=252,usblotan,usblotan
usbloteins,F.,"Bitte, Flehen, Gebet","prayer (N.), supplication, adjuration, imploring (N.), requesting (N.)",https://koeblergerhard.de/wikiling/?f=got&page=252,usblotins,usblotins
usbraidjan,V.,ausbreiten nach,"spread out, extend, stretch out",https://koeblergerhard.de/wikiling/?f=got&page=252,usbrɛdjan,usbrɛdjan
usbruknan,V.,"ausgebrochen werden, abgebrochen werden","break off, become broken off",https://koeblergerhard.de/wikiling/?f=got&page=252,usbruknan,usbruknan
usbugjan,V.,erkaufen,"buy (V.), buy up, acquire through purchase (V.), redeem",https://koeblergerhard.de/wikiling/?f=got&page=252,usbuɡjan,usbuɡjan
usdaudei,F.,"Ausdauer, Eifer","vigour, energy, endurance, zeal",https://koeblergerhard.de/wikiling/?f=got&page=252,usdɔdi,usdɔdi
usdaudjan,V.,"sich beeifern, seine Ehre suchen","strive vigorously, make energetic endeavours, be eager",https://koeblergerhard.de/wikiling/?f=got&page=252,usdɔdjan,usdɔdjan
usdaudo,Adv.,eifrig,"vigorously, energetically, earnestly",https://koeblergerhard.de/wikiling/?f=got&page=253,usdɔdo,usdɔdo
usdauþs,Adj.,eifrig,"vigorous, energetic, earnest",https://koeblergerhard.de/wikiling/?f=got&page=253,usdɔθs,usdɔθs
usdreiban,V.,"austreiben, vertreiben","drive out, expel",https://koeblergerhard.de/wikiling/?f=got&page=253,usdriban,usdriban
usdriusan,V.,herausfallen,"fall away, fall out, fall off",https://koeblergerhard.de/wikiling/?f=got&page=253,usdrɪusan,usdrɪwsan
usdrusts,F.,rauher Weg,"potholed area, uneven area, rough road",https://koeblergerhard.de/wikiling/?f=got&page=253,usdrusts,usdrusts
usfairina,Adj.,tadellos,"outside of culpability, beyond reproach, blameless",https://koeblergerhard.de/wikiling/?f=got&page=253,usfɛrɪna,usfɛrɪna
usfarþo,F.,Ausfahrt?,"emergency egress, emergency evacuation, departure",https://koeblergerhard.de/wikiling/?f=got&page=253,usfarθo,usfarθo
usfarþon,V.,ausfahren?,take for a drive,https://koeblergerhard.de/wikiling/?f=got&page=253,usfarθon,usfarθon
usfilh,N.,Begräbnis,"interment, burial",https://koeblergerhard.de/wikiling/?f=got&page=253,usfɪlh,usfɪlh
usfilhan,V.,begraben (V.),"inter (V.), bury",https://koeblergerhard.de/wikiling/?f=got&page=253,usfɪlhan,usfɪlhan
usfilma,Adj.,"erschrocken, entsetzt","shaken, struck, amazed, bewildered, frightened, astonished",https://koeblergerhard.de/wikiling/?f=got&page=253,usfɪlma,usfɪlma
usfilmei,F.,Entsetzen,"amazement, bewilderment, astonishment",https://koeblergerhard.de/wikiling/?f=got&page=253,usfɪlmi,usfɪlmi
usflaugjan,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=253,usflɔɡjan,usflɔɡjan
usfodeins,F.,Nahrung,"nourishment, food, nutriment",https://koeblergerhard.de/wikiling/?f=got&page=253,usfodins,usfodins
usfodjan,V.,nähren,"nourish, provide with food",https://koeblergerhard.de/wikiling/?f=got&page=253,usfodjan,usfodjan
usfraisan,V.,versuchen,"expose to the test, tempt",https://koeblergerhard.de/wikiling/?f=got&page=253,usfrɛsan,usfrɛsan
usfratwjan,V.,"klug machen, ausrüsten?, ausstatten?","instruct (V.), provide with knowledge, make wise",https://koeblergerhard.de/wikiling/?f=got&page=253,usfratwjan,usfratwjan
usfulleins,F.,Erfüllung,"fulfillment, completion",https://koeblergerhard.de/wikiling/?f=got&page=253,usfullins,usfullins
usfulljan,V.,"erfüllen, vollenden, ersetzen, zusammenfassen","fill up, fill completely, fulfill, bring to fulfillment, complete (V.)",https://koeblergerhard.de/wikiling/?f=got&page=253,usfulljan,usfulljan
usfullnan,V.,erfüllt werden von,"be filled up, become filled up, be fulfilled, become fulfilled, be brought to fu>>>",https://koeblergerhard.de/wikiling/?f=got&page=253,usfullnan,usfullnan
usgaggan,V.,"ausgehen, hinausgehen","go out, come out, go forth, pass out",https://koeblergerhard.de/wikiling/?f=got&page=254,usɡaɡɡan,usɡaɡɡan
usgaisjan,V.,erschrecken,"strike aghast, frighten",https://koeblergerhard.de/wikiling/?f=got&page=254,usɡɛsjan,usɡɛsjan
usgeisnan,V.,"sich entsetzen, erstaunen, erschrecken","be aghast, become aghast, stand aghast, go out of one’s senses, be astonished",https://koeblergerhard.de/wikiling/?f=got&page=254,usɡisnan,usɡisnan
