Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw
haldis,"Adv., Adj.","mehr, lieber","more likely, more surely, more",https://koeblergerhard.de/wikiling/?f=got&page=117,haldɪs,haldɪs
halis,Adv.,kaum,"hardly, scarcely",https://koeblergerhard.de/wikiling/?f=got&page=117,halɪs,halɪs
halisaiw,Adv.,"kaum je, kaum","hardly ever, scarcely ever",https://koeblergerhard.de/wikiling/?f=got&page=117,halɪsɛw,halɪsɛw
halja,F.,Hölle,hell,https://koeblergerhard.de/wikiling/?f=got&page=117,halja,halja
haljoruna,F.,"Hexe, Zauberweib","witch, magician (F.)",https://koeblergerhard.de/wikiling/?f=got&page=117,haljoruna,haljoruna
halks,Adj.,"leer, umsonst, dürftig, armselig","futile, in vain, weak",https://koeblergerhard.de/wikiling/?f=got&page=117,halks,halks
hallus,M.,"Fels, Stein","stone slab, stone block, boulder, rock (N.)",https://koeblergerhard.de/wikiling/?f=got&page=117,hallus,hallus
hals,M.,Hals,neck (N.),https://koeblergerhard.de/wikiling/?f=got&page=117,hals,hals
halsagga,M.,"Hals, Nacken","neck (N.), narrow of the neck",https://koeblergerhard.de/wikiling/?f=got&page=117,halsaɡɡa,halsaɡɡa
halts,Adj.,lahm,"crippled, halt (Adj.), lame",https://koeblergerhard.de/wikiling/?f=got&page=117,halts,halts
halþei,F.,Neigung,incline (N.),https://koeblergerhard.de/wikiling/?f=got&page=117,halθi,halθi
halþs,Adj.,geneigt,"leaning (Adj.), leaning toward, inclined (Adj.), inclined toward, tending toward",https://koeblergerhard.de/wikiling/?f=got&page=117,halθs,halθs
hamfs,Adj.,"verstümmelt, gekrümmt, lahm","maimed, mutilated, club-handed",https://koeblergerhard.de/wikiling/?f=got&page=117,hamfs,hamfs
hamon,V.,kleiden,dress (V.),https://koeblergerhard.de/wikiling/?f=got&page=117,hamon,hamon
hams,M.,Hülle,"clothing, hide (N.), covering (N.)",https://koeblergerhard.de/wikiling/?f=got&page=117,hams,hams
hana,M.,Hahn,"cock (M.), rooster",https://koeblergerhard.de/wikiling/?f=got&page=117,hana,hana
handa,F.,Hand,hand (N.),https://koeblergerhard.de/wikiling/?f=got&page=117,handa,handa
handja,,,,https://koeblergerhard.de/wikiling/?f=got&page=117,handja,handja
handugei,F.,"Weisheit, Klugheit, Geschicklichkeit",wisdom,https://koeblergerhard.de/wikiling/?f=got&page=117,handuɡi,handuɡi
handugs,Adj.,"weise, klug, geschickt",wise,https://koeblergerhard.de/wikiling/?f=got&page=117,handuɡs,handuɡs
handus,F.,Hand,hand (N.),https://koeblergerhard.de/wikiling/?f=got&page=118,handus,handus
handuwaurhts,Adj.,"handgemacht, mit der Hand gemacht","hand-wrought, made by hands",https://koeblergerhard.de/wikiling/?f=got&page=118,handuwɔrhts,handuwɔrhts
hano,F.,"Huhn, Henne","chicken, hen",https://koeblergerhard.de/wikiling/?f=got&page=118,hano,hano
hansa,F.,"Schar (F.) (1), Manipel, Kohorte, Menge","cohort, battalion, maniple, crowd (N.), troop (N.)",https://koeblergerhard.de/wikiling/?f=got&page=118,hansa,hansa
harbisjan,V.,abpflücken,pick (V.),https://koeblergerhard.de/wikiling/?f=got&page=118,harbɪsjan,harbɪsjan
hardjan,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=118,hardjan,hardjan
harduba,Adv.,"sehr, hart","with hardness, harshly, with severity, terribly",https://koeblergerhard.de/wikiling/?f=got&page=118,harduba,harduba
harduhairtei,F.,Hartherzigkeit,hard-heartedness,https://koeblergerhard.de/wikiling/?f=got&page=118,harduhɛrti,harduhɛrti
harduhairts,Adj.,hartherzig,hard-hearted,https://koeblergerhard.de/wikiling/?f=got&page=118,harduhɛrts,harduhɛrts
hardus,Adj.,"hart, streng","hard, harsh, stern (1)",https://koeblergerhard.de/wikiling/?f=got&page=118,hardus,hardus
haribairgo,F.,Herberge,"lodging, accomodation",https://koeblergerhard.de/wikiling/?f=got&page=118,harɪbɛrɡo,harɪbɛrɡo
haribergo,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=118,harɪberɡo,harɪberɡo
hariggs,M.,Hering,herring,https://koeblergerhard.de/wikiling/?f=got&page=118,harɪɡɡs,harɪɡɡs
harihriggs,M.,Heerring,"army ring, ring of soldiers",https://koeblergerhard.de/wikiling/?f=got&page=118,harɪhrɪɡɡs,harɪhrɪɡɡs
harjatuga,M.,Heerführer,army commander,https://koeblergerhard.de/wikiling/?f=got&page=118,harjatuɡa,harjatuɡa
harjis,M.,"Heer, Menge","army, legion, host, armed host",https://koeblergerhard.de/wikiling/?f=got&page=118,harjɪs,harjɪs
harpa,F.,Harfe,harp,https://koeblergerhard.de/wikiling/?f=got&page=118,harpa,harpa
harpon,V.,packen,"grab (V.), grasp (V.)",https://koeblergerhard.de/wikiling/?f=got&page=118,harpon,harpon
haspa,"F., F.","Haspe, Winde","windlass, winch (N.)",https://koeblergerhard.de/wikiling/?f=got&page=118,haspa,haspa
haspan,V.,haspeln,"wind up, reel up",https://koeblergerhard.de/wikiling/?f=got&page=118,haspan,haspan
haspo,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=119,haspo,haspo
hasus,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=119,hasus,hasus
hasws,Adj.,grau,grey,https://koeblergerhard.de/wikiling/?f=got&page=119,hasws,hasws
hat,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=119,hat,hat
hatan,V.,hassen,"hate (V.), feel hostile toward, be antipathetical toward, show antagonism toward",https://koeblergerhard.de/wikiling/?f=got&page=119,hatan,hatan
hatis,N.,"Hass, Zorn","directed anger, angry hostility, animosity, hate (N.)",https://koeblergerhard.de/wikiling/?f=got&page=119,hatɪs,hatɪs
hatizon,V.,zürnen,"be embittered against, be angry with",https://koeblergerhard.de/wikiling/?f=got&page=119,hatɪzon,hatɪzon
hatjan,V.,hassen,"hate (V.), show hostility towards",https://koeblergerhard.de/wikiling/?f=got&page=119,hatjan,hatjan
haþus,M.,Kampf,"fight (N.), struggle (N.), battle (N.)",https://koeblergerhard.de/wikiling/?f=got&page=119,haθus,haθus
haubiþ,N.,"Haupt, Kopf",head (N.),https://koeblergerhard.de/wikiling/?f=got&page=119,hɔbɪθ,hɔbɪθ
haubiþwunds,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=119,hɔbɪθwunds,hɔbɪθwunds
hauhaba,Adv.,hoch,"loftily, highly, exaltedly",https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhaba,hɔhaba
hauhei,F.,Höhe,"height, highness",https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhi,hɔhi
hauheins,F.,"„Erhöhung“, Preis, Ehre","raising on high, elevation, elevating (N.), extolment, exaltation, praise (N.), >>>",https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhins,hɔhins
hauhhairtei,F.,Hochmut,"high-heartedness, haughtiness, arrogance, pride (N.)",https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhhɛrti,hɔhhɛrti
hauhhairts,Adj.,hochmütig,"high-hearted, haughty, arrogant, proud (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhhɛrts,hɔhhɛrts
hauhis,"Adv., Adj.",höher,higher,https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhɪs,hɔhɪs
hauhisti,N.,höchste Höhe,highest height,https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhɪstɪ,hɔhɪstɪ
hauhiþa,F.,"Höhe, Erhebung, Ehre","height, high (N.), elevatedness, exaltedness, honour (N.)",https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhɪθa,hɔhɪθa
hauhjan,V.,"hoch machen, erhöhen, preisen, verherrlichen","make high, lift on high, elevate, exalt, extol, praise (V.)",https://koeblergerhard.de/wikiling/?f=got&page=119,hɔhjan,hɔhjan
hauhnan,V.,erhöht werden,become raised on high,https://koeblergerhard.de/wikiling/?f=got&page=120,hɔhnan,hɔhnan
hauhs,Adj.,hoch,high (Adj.),https://koeblergerhard.de/wikiling/?f=got&page=120,hɔhs,hɔhs
hauhþuhts,Adj.,"hochmütig, verblendet","high-seeming, thought to be high, impressing as high, haughty, arrogant, swollen>>>",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔhθuhts,hɔhθuhts
hauneins,F.,"Erniedrigung, Demut","lowliness, humility, humbleness",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔnins,hɔnins
hauniþa,F.,Demut?,"humility?, humbleness?",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔnɪθa,hɔnɪθa
haunjan,V.,"erniedrigen, niedrig machen","make low, abase, humiliate",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔnjan,hɔnjan
hauns,Adj.,"niedrig, demütig","low (Adj.), lowly, humble (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔns,hɔns
haurds,F.,"Tür, geflochtene Tür","door, lattice door",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔrds,hɔrds
hauri,N.,"Kohle, Kohlenfeuer (= haurja)","coal, burning charcoal, coal-fire, ember",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔrɪ,hɔrɪ
haurn,N.,"Horn, Frucht des Johannisbrotbaums, Bockshorn","horn, horn-shaped pod of the carob-tree",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔrn,hɔrn
haurnja,M.,"Hornbläser, Hornist","horn-blower, hornist",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔrnja,hɔrnja
haurnjan,V.,"hornblasen, das Horn blasen, trompeten","blow a horn, sound a trumpet",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔrnjan,hɔrnjan
hauseins,F.,"Gehör, Ohr, das Gehörte, Hören, Predigt, Gehorsam","hearing (N.), sense of hearing, that which is heard, ear, preaching (N.), report>>>",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔsins,hɔsins
hausjan,V.,"hören, anhören, zuhören","hear, hearken, listen",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔsjan,hɔsjan
hausjon,V.,hören,"hear, listen",https://koeblergerhard.de/wikiling/?f=got&page=120,hɔsjon,hɔsjon
hawi,N.,Heu,"hay (N.), grass (N.)",https://koeblergerhard.de/wikiling/?f=got&page=120,hawɪ,hawɪ
hazds,M.,Haar (N.),hair (N.),https://koeblergerhard.de/wikiling/?f=got&page=120,hazds,hazds
hazdwalds,M.,"Haarwalter, Heerwalter",army commander,https://koeblergerhard.de/wikiling/?f=got&page=120,hazdwalds,hazdwalds
hazeins,F.,"Lob, Loblied, Lobgesang, Preis","praise (N.), song of praise",https://koeblergerhard.de/wikiling/?f=got&page=120,hazins,hazins
hazer,Num.,tausend,thousand,https://koeblergerhard.de/wikiling/?f=got&page=120,hazer,hazer
hazjan,V.,"loben, preisen",praise (V.),https://koeblergerhard.de/wikiling/?f=got&page=121,hazjan,hazjan
heito,F.,"„Hitze“, Fieber","„heat“ (N.), fever, pyrexia",https://koeblergerhard.de/wikiling/?f=got&page=121,hito,hito
heits,Adj.,heiß,"hot, febrile",https://koeblergerhard.de/wikiling/?f=got&page=121,hits,hits
heiwa,Sb.,Hausstand,household,https://koeblergerhard.de/wikiling/?f=got&page=121,hiwa,hiwa
heiwafrauja,M.,Hausherr,"master of the family, household head",https://koeblergerhard.de/wikiling/?f=got&page=121,hiwafrɔja,hiwafrɔja
heiwiski,N.,"Familie, Haushalt","family, household",https://koeblergerhard.de/wikiling/?f=got&page=121,hiwɪskɪ,hiwɪskɪ
helei,Interj.,"eli, mein Gott","eli, my God",https://koeblergerhard.de/wikiling/?f=got&page=121,heli,heli
her,Adv.,"hier, her","here, hither",https://koeblergerhard.de/wikiling/?f=got&page=121,her,her
heþjo,F.,Kammer,"chamber, cubicle, bedroom",https://koeblergerhard.de/wikiling/?f=got&page=121,heθjo,heθjo
hi,Pron.,dieser,"this, of here and now, the present, this here",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪ,hɪ
hidre,Adv.,hierher,"hither, to this place, to here",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪdre,hɪdre
hildi,F.,Kampf,"fight (N.), struggle (N.), battle (N.)",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪldɪ,hɪldɪ
hilds,Sb.,Kampf,"fight (N.), struggle (N.), battle (N.)",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪlds,hɪlds
hilms,M.,Helm (M.) (1),"helmet, helm",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪlms,hɪlms
hilpan,V.,helfen,"help (V.), go to the aid of, give help to",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪlpan,hɪlpan
himinakunds,Adj.,"von himmlischer Abkunft, himmlisch","coming from heaven, celestial, of heavenly provenance, heavenly",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪmɪnakunds,hɪmɪnakunds
himins,M.,Himmel,"heaven (N.), sky",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪmɪns,hɪmɪns
hindana,Adv.,"hinter, jenseits","beyond, on the yon side of, on the far side of, in back of, behind",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪndana,hɪndana
hindar,"Präp., V.","hinter, jenseits, über","behind, beyond, to the far side of, on the far side of, on the side of, on the p>>>",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪndar,hɪndar
hindarleiþan,V.,"hinzukommen, vergehen","go past, pass on, pass away, come up",https://koeblergerhard.de/wikiling/?f=got&page=121,hɪndarliθan,hɪndarliθan
hindarweis,Adj.,"hinterlistig, verstellt","hypocritical, pretending, insincere, feigning, deceitful, treacherous",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪndarwis,hɪndarwis
hindarweisei,F.,Hinterlist,"deceitfulness, guile, deceit, fraudulence, insincerity, feignedness, hypocrisy, >>>",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪndarwisi,hɪndarwisi
hindumists,"Adj., Adj.","hinterste, letzte, äußerste","outermost, remotest, farthest, most distant",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪndumɪsts,hɪndumɪsts
hinþan,V.,fangen,catch (V.),https://koeblergerhard.de/wikiling/?f=got&page=122,hɪnθan,hɪnθan
hiri,Adv.,"hierher, komm her","come here, hither",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪrɪ,hɪrɪ
hirjan,V.,kommen,come,https://koeblergerhard.de/wikiling/?f=got&page=122,hɪrjan,hɪrjan
his,Pron.,"er, dieser","he, this",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪs,hɪs
hita,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=122,hɪta,hɪta
hiufan,V.,"wehklagen, Klagelieder singen","lament (V.), sing a dirge, sing a threnody, wail (V.)",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪufan,hɪwfan
hiuhma,M.,"Haufen, Menge","crowd (N.), mass (N.), heap (N.), multitude",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪuhma,hɪwhma
hiureis,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=122,hɪuris,hɪwris
hiurs,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=122,hɪurs,hɪwrs
hiwi,N.,"Gestalt, Aussehen","surface appearance, looks, superficial complexion, cosmetic aspect, form (N.)",https://koeblergerhard.de/wikiling/?f=got&page=122,hɪwɪ,hɪwɪ
hlahjan,V.,lachen,laugh (V.),https://koeblergerhard.de/wikiling/?f=got&page=122,hlahjan,hlahjan
hlaiba,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=122,hlɛba,hlɛba
hlaifs,M.,"Brot, Brotlaib, Brotbissen, Bissen","bread, loaf of bread, loaf, crumb (N.)",https://koeblergerhard.de/wikiling/?f=got&page=122,hlɛfs,hlɛfs
hlain,"M., N.",Hügel,"rising ground, hill, hillock",https://koeblergerhard.de/wikiling/?f=got&page=122,hlɛn,hlɛn
hlains,"M., N.",,,https://koeblergerhard.de/wikiling/?f=got&page=122,hlɛns,hlɛns
hlaiw,N.,Grab,"tomb, burial cave, sepulchre, grave",https://koeblergerhard.de/wikiling/?f=got&page=122,hlɛw,hlɛw
hlaiwasna,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=122,hlɛwasna,hlɛwasna
hlaiwasnos,F.,Gräber,"tombs, mausoleums",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɛwasnos,hlɛwasnos
hlamma,F.,"„Falle“, Schlinge","crash-trap, pitfall, trap for crash-falling into, snare (N.)",https://koeblergerhard.de/wikiling/?f=got&page=123,hlamma,hlamma
hlas,Adj.,"heiter, fröhlich, sorgenfrei","cheerful, merry, happy",https://koeblergerhard.de/wikiling/?f=got&page=123,hlas,hlas
hlasei,F.,"Fröhlichkeit, Heiterkeit","cheerfulness, cheer (N.)",https://koeblergerhard.de/wikiling/?f=got&page=123,hlasi,hlasi
hlaþan,V.,laden (V.) (1),load (V.),https://koeblergerhard.de/wikiling/?f=got&page=123,hlaθan,hlaθan
hlaupan,V.,"laufen, springen","run (V.), jump (V.)",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɔpan,hlɔpan
hlauts,M.,"Los, Anteil, Erbschaft","lot (N.), allotment, alloted portion, inheritance",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɔts,hlɔts
hleibjan,V.,sich annehmen,"shield (V.), give protection to, protect, help (V.)",https://koeblergerhard.de/wikiling/?f=got&page=123,hlibjan,hlibjan
hleiduma,"Adv., Adj.",link,"left (Adj.), of the left side",https://koeblergerhard.de/wikiling/?f=got&page=123,hliduma,hliduma
hleis,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=123,hlis,hlis
hleiþra,F.,"Zelt, Hütte","tent, tent-like housing, temporary shelter, booth",https://koeblergerhard.de/wikiling/?f=got&page=123,hliθra,hliθra
hleiþrjan,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=123,hliθrjan,hliθrjan
hleþrastakeins,F.,"„Zeltabsteckung“, Zeltaufschlagen, Laubhüttenfest","„tent-staking“, tent-pitching, feast of tent-pitching",https://koeblergerhard.de/wikiling/?f=got&page=123,hleθrastakins,hleθrastakins
hlifan,V.,stehlen,"commit theft, steal (V.)",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪfan,hlɪfan
hliftus,M.,Dieb,thief,https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪftus,hlɪftus
hlija,M.,"Hütte, Zelt","tent, tent-like structure, booth",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪja,hlɪja
hlimman,V.,rauschen,"crash (V.), roar (V.), rush (V.), resound",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪmman,hlɪmman
hliuma,M.,"Gehör, Ohren (= hliumans)","hearing (N.), sense of hearing, ability to hear, ears (= hliumans)",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪuma,hlɪwma
hliutan,V.,losen,"draw lots, get by lot, be allotted s.th., have allotted to o.s.",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪutan,hlɪwtan
hliuþ,N.,"Gehör?, Schweigen?, Stille?, Aufmerksamkeit?","hearing (N.)?, silence?, quietness?, attention?",https://koeblergerhard.de/wikiling/?f=got&page=123,hlɪuθ,hlɪwθ
hlohjan,V.,lachen machen,"cause to laugh, give cause for rejoicing",https://koeblergerhard.de/wikiling/?f=got&page=124,hlohjan,hlohjan
hlutrei,F.,"Lauterkeit, Reinheit, Aufrichtigkeit",purity,https://koeblergerhard.de/wikiling/?f=got&page=124,hlutri,hlutri
hlutriþa,F.,"Lauterkeit, Reinheit, Aufrichtigkeit","purity, unalloyedness",https://koeblergerhard.de/wikiling/?f=got&page=124,hlutrɪθa,hlutrɪθa
hlutrs,Adj.,"lauter, rein","pure, untainted, clean (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=124,hlutrs,hlutrs
hluþ,Adj.,berühmt,famous,https://koeblergerhard.de/wikiling/?f=got&page=124,hluθ,hluθ
hnaiweins,F.,"Erniedrigung, Demut","lowliness, abasement, humbling, humiliation",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɛwins,hnɛwins
hnaiwjan,V.,"niedrig machen, erniedrigen","make low, cause to go down, lower (V.), humble (V.), abase (V.)",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɛwjan,hnɛwjan
hnaiws,Adj.,"niedrig, demütig","low (Adj.), lowly",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɛws,hnɛws
hnapps,M.,Napf,bowl (N.),https://koeblergerhard.de/wikiling/?f=got&page=124,hnapps,hnapps
hnasqus,Adj.,"weich, weichlich, zart","soft (Adj.), delicate",https://koeblergerhard.de/wikiling/?f=got&page=124,hnaskʷus,hnaskwus
hneipan,V.,betrüben,"droop, be limply bowed downwards, be downcast",https://koeblergerhard.de/wikiling/?f=got&page=124,hnipan,hnipan
hneiwan,V.,sich neigen,"decline, bend downcast, turn downcast",https://koeblergerhard.de/wikiling/?f=got&page=124,hniwan,hniwan
hnipnan,V.,"sich betrüben, trauern","become downcast, become gloomy",https://koeblergerhard.de/wikiling/?f=got&page=124,hnɪpnan,hnɪpnan
hniupan,V.,reißen,tear (V.),https://koeblergerhard.de/wikiling/?f=got&page=124,hnɪupan,hnɪwpan
hnupnan,V.,"zerreißen, zerrissen werden","burst (V.), be rent asunder, become rent asunder",https://koeblergerhard.de/wikiling/?f=got&page=124,hnupnan,hnupnan
hnuto,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=124,hnuto,hnuto
hnuþo,F.,spitzer Pfahl,"pointed stake, peg (N.), spike (N.), nail (N.), tip of prod",https://koeblergerhard.de/wikiling/?f=got&page=124,hnuθo,hnuθo
hobains,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=124,hobɛns,hobɛns
hoban,V.,"halten?, passen?",hold (V.)?,https://koeblergerhard.de/wikiling/?f=got&page=124,hoban,hoban
hoef,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=124,hoef,hoef
hoeft,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=125,hoeft,hoeft
hoemisclep,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=125,hoemɪsclep,hoemɪsclep
hoha,M.,Pflug,plow,https://koeblergerhard.de/wikiling/?f=got&page=125,hoha,hoha
hoka,F.,Geiß,goat,https://koeblergerhard.de/wikiling/?f=got&page=125,hoka,hoka
hol,N.,Betrug,"deceit, deception",https://koeblergerhard.de/wikiling/?f=got&page=125,hol,hol
holon,V.,"verleumden, betrügen, durch Betrug schädigen, schikanieren, schaden","wrong by false allegation, cheat by false pretenses, victimize, slander (V.)",https://koeblergerhard.de/wikiling/?f=got&page=125,holon,holon
horinassus,M.,"Ehebruch, Hurerei","adultery, fornication, illicit extra-marital sexual intercourse",https://koeblergerhard.de/wikiling/?f=got&page=125,horɪnassus,horɪnassus
horinon,V.,"huren, die Ehe brechen, Ehebruch treiben",commit adultery,https://koeblergerhard.de/wikiling/?f=got&page=125,horɪnon,horɪnon
hors,M.,"Hurer, Ehebrecher","adulterer, fornicator",https://koeblergerhard.de/wikiling/?f=got&page=125,hors,hors
hrabns,M.,Rabe,raven,https://koeblergerhard.de/wikiling/?f=got&page=125,hrabns,hrabns
hrainei,F.,"Reinheit, Reinigung",cleanliness,https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛni,hrɛni
hraineins,F.,Reinigung,"cleansing, purification",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnins,hrɛnins
hrainiþa,F.,Reinheit,cleanliness,https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnɪθa,hrɛnɪθa
hrainjahairts,Adj.,"„reinherzig“, reinen Herzens","clean of heart, pure in heart",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnjahɛrts,hrɛnjahɛrts
hrainjan,V.,reinigen,"cleanse, make clean, purify",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛnjan,hrɛnjan
hrains,Adj.,"rein, ehrbar","clean (Adj.), cleanly, honourable",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛns,hrɛns
hraiw,N.,Leiche,carrion,https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛw,hrɛw
hraiwadubo,F.,"„Leichentaube“, Turteltaube","turtle-dove, wild dark dove, sacrificial animal of poor people",https://koeblergerhard.de/wikiling/?f=got&page=125,hrɛwadubo,hrɛwadubo
hrama,Sb.,Gestell,stand (N.),https://koeblergerhard.de/wikiling/?f=got&page=125,hrama,hrama
hramjan,V.,kreuzigen,"put to the stake, crucify",https://koeblergerhard.de/wikiling/?f=got&page=125,hramjan,hramjan
hranka,F.,Ranke,tendril,https://koeblergerhard.de/wikiling/?f=got&page=126,hranka,hranka
hrankjan,V.,ranken,entwine,https://koeblergerhard.de/wikiling/?f=got&page=126,hrankjan,hrankjan
hrapon,V.,"stürzen, eilen","rush (V.), dash (V.)",https://koeblergerhard.de/wikiling/?f=got&page=126,hrapon,hrapon
hrausa,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=126,hrɔsa,hrɔsa
hriggs,M.,"Ring, Kreis",ring (N.),https://koeblergerhard.de/wikiling/?f=got&page=126,hrɪɡɡs,hrɪɡɡs
hrisjan,V.,schütteln,shake (V.),https://koeblergerhard.de/wikiling/?f=got&page=126,hrɪsjan,hrɪsjan
hroms,M.,Ruhm,"glory, fame (N.)",https://koeblergerhard.de/wikiling/?f=got&page=126,hroms,hroms
hropan,V.,rufen,"cry out, call aloud",https://koeblergerhard.de/wikiling/?f=got&page=126,hropan,hropan
hropjan,V.,"rufen, schreien","cry out, shout (V.), call out",https://koeblergerhard.de/wikiling/?f=got&page=126,hropjan,hropjan
hrops,M.,"Ruf, Geschrei","outcry, clamour, shouting (N.)",https://koeblergerhard.de/wikiling/?f=got&page=126,hrops,hrops
hrot,N.,"Dach, Haus","roof, housetop, house (N.)",https://koeblergerhard.de/wikiling/?f=got&page=126,hrot,hrot
hroþ,N.,"Ruhm, Sieg","victorious condition, glory of victory, triumph (N.)",https://koeblergerhard.de/wikiling/?f=got&page=126,hroθ,hroθ
hroþeigs,Adj.,"ruhmreich, siegreich","victourious, glorious, triumphant",https://koeblergerhard.de/wikiling/?f=got&page=126,hroθiɡs,hroθiɡs
hroþs,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=126,hroθs,hroθs
hrugga,F.,"Stab, Rute","staff, walking stick",https://koeblergerhard.de/wikiling/?f=got&page=126,hruɡɡa,hruɡɡa
hruk,M.,Krähen (N.),crowing of a rooster,https://koeblergerhard.de/wikiling/?f=got&page=126,hruk,hruk
hrukjan,V.,krähen,crow (V.),https://koeblergerhard.de/wikiling/?f=got&page=126,hrukjan,hrukjan
hruks,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=126,hruks,hruks
hrunkjan,V.,runzeln,"wrinkle (V.), crease (V.)",https://koeblergerhard.de/wikiling/?f=got&page=126,hrunkjan,hrunkjan
hruskan,V.,forschen,search (V.),https://koeblergerhard.de/wikiling/?f=got&page=126,hruskan,hruskan
hugds,F.,Gesinnung,mode of perception,https://koeblergerhard.de/wikiling/?f=got&page=127,huɡds,huɡds
huggrjan,V.,hungern,make to hunger,https://koeblergerhard.de/wikiling/?f=got&page=127,huɡɡrjan,huɡɡrjan
huggrus,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=127,huɡɡrus,huɡɡrus
hugjan,V.,"denken, meinen, glauben","have one’s mind on, be minded to, be disposed, be of an opinion, think",https://koeblergerhard.de/wikiling/?f=got&page=127,huɡjan,huɡjan
hugs,M.,"Verstand, Sinn","understanding, faculty of perception, faculty of disposition, mind (N.)",https://koeblergerhard.de/wikiling/?f=got&page=127,huɡs,huɡs
hugs,N.,"Landgut?, Feld","landed estate?, country estate?, agricultural property, farm property, field",https://koeblergerhard.de/wikiling/?f=got&page=127,huɡs,huɡs
