"word","time","question","origin"
"kupaktanács","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"kupé","from_1801_1850","0","Internationalisms"
"kupec","from_1601_1650","0","Slavic_Western_Slovak"
"kupica","from_1701_1750","0","Slavic_Southern_Croatian_Serbian"
"kuplé","from_1801_1850","0","NewLatin_French"
"kupleráj","from_1851_1900","0","Germanic_inGeneral"
"kuplung","from_1901_1950","0","Germanic_inGeneral"
"kupola","from_1801_1850","0","Internationalisms"
"kuporgat","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"kuporodik","from_1651_1700","0","InternalDevelopment_Formed_Derivation"
"kurafi","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"kúrál","from_1501_1550","0","Latin_inGeneral"
"kurátor","from_1601_1650","0","Latin_inGeneral"
"kurázsi","from_1651_1700","0","Germanic_inGeneral"
"kurbli","from_1901_1950","0","Germanic_inGeneral"
"kurd","from_1601_1650","0","Turkic_After895_Ottoman"
"kúria","from_1551_1600","0","Latin_inGeneral"
"kurjongat","from_1551_1600","0","InternalDevelopment_Created_Onomatopoetic"
"kurkász","from_1701_1750","0","InternalDevelopment_Formed_Derivation"
"kurkuma","from_1501_1550","0","Wanderwort"
"kurrentál","from_1701_1750","0","Latin_Domestic"
"kurrog","from_1551_1600","0","InternalDevelopment_Created_Onomatopoetic"
"kürt","before_1000","0","UnknownOrigin"
"kurta","from_1751_1800","0","Latin_inGeneral"
"kurtizán","from_1601_1650","0","NewLatin_French"
"kürto","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"kürtoskalács","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"kuruc","from_1651_1700",NA,NA
"kuruttyol","from_1601_1650","0","InternalDevelopment_Created_Onomatopoetic"
"kuruzsol","from_1551_1600","0","Slavic_inGeneral"
"kurva","from_1401_1500","0","Slavic_inGeneral"
"kurzus","from_1551_1600","0","Latin_inGeneral"
"kushad","from_1601_1650","?","InternalDevelopment_Formed_Derivation"
"kussol","from_1701_1750","0","Germanic_inGeneral"
"küsz","from_1301_1350","?","Ancient_Finno_Ugric"
"kusza","from_1751_1800","?","InternalDevelopment_Formed_Derivation"
"kúszik","from_1351_1400","0","UnknownOrigin"
"küszöb","from_1351_1400","?","Permic"
"küszöb","from_1351_1400","?","Probably_Ancient"
"kút","from_1051_1100","0","UnknownOrigin"
"kutat","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"kútfo","from_1151_1200","0","InternalDevelopment_Formed_Compound"
"kutya","from_1301_1350","?","InternalDevelopment_Formed_Derivation"
"kutyafajta","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"kutyaszorító","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"kutyatej","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"kutyul","from_1751_1800","0","InternalDevelopment_Created_Onomatopoetic"
"kuvasz","from_1501_1550","?","Turkic_Before895_nonChuvash"
"kuvik","from_1751_1800","0","ContestedOrigin"
"kuvik","from_1751_1800","?","InternalDevelopment_Created_Onomatopoetic"
"küzd","from_1351_1400","?","Ancient_Ugric"
"kvadrát","from_1701_1750","0","Germanic_inGeneral"
"kvarc","from_1751_1800","0","Germanic_inGeneral"
"kvargli","from_1851_1900","0","Germanic_Austrian"
"kvártély","from_1551_1600","0","Wanderwort"
"kvaterkázik","from_1851_1900","0","InternalDevelopment_Formed_Derivation"
"kvitt","from_1801_1850","0","Germanic_inGeneral"
"kvóta","from_1651_1700","0","Latin_inGeneral"
"la","from_1551_1600",NA,NA
"láb","from_1201_1250",NA,NA
"lábad","from_1501_1550",NA,NA
"lábadozik","from_1551_1600",NA,NA
"labanc","from_1651_1700",NA,NA
"lábatlankodik","from_1801_1850",NA,NA
"labda","from_1301_1350",NA,NA
"labirintus","from_1551_1600","0","InternalDevelopment_Formed_fromProperNoun"
"laboda","from_1301_1350",NA,NA
"laboratórium","from_1701_1750","0","Latin_inGeneral"
"lábos","from_1551_1600","0","InternalDevelopment_Formed_SkipLastWordofCompound"
"lacikonyha","from_1651_1700","0","InternalDevelopment_Formed_Compound"
"lacikonyha","from_1651_1700","0","InternalDevelopment_Formed_fromProperNoun"
"láda","from_1051_1100","0","Germanic_inGeneral"
"ládafia","from_1551_1600","0","InternalDevelopment_Formed_Compound"
"ladik","from_1401_1500","0","Slavic_Southern_Bulgarian"
"láger","from_1751_1800","0","Germanic_inGeneral"
"lagúna","from_1751_1800","0","Internationalisms"
"lágy","from_1351_1400","0","Ancient_Finno_Ugric"
"lágyék","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"lagymatag","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"lagzi","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"laikus","from_1551_1600","0","Latin_inGeneral"
"lajbi","from_1701_1750","0","Germanic_Bavarian"
"lajhár","from_1601_1650","?","Germanic_inGeneral"
"lajhár","from_1601_1650","0","ContestedOrigin"
"lajstrom","from_1501_1550","0","Latin_inGeneral"
"lajt","from_1351_1400","0","Germanic_Bavarian"
"lak","from_1051_1100","?","Ancient_Finno_Ugric"
"lakáj","from_1551_1600","0","Germanic_inGeneral"
"lakat","from_1401_1500","0","NewLatin_Italian"
"lakik1","from_1151_1200",NA,NA
"lakik2","from_1401_1500","0","InternalDevelopment_Formed_SeparationofMeaning"
"lakk","from_1751_1800","0","Germanic_inGeneral"
"lakli","from_1851_1900","0","Germanic_Bavarian"
"lakmározik","from_1551_1600",NA,NA
"lakmusz","from_1751_1800","0","Germanic_inGeneral"
"lakodalom","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"lakol","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"lakonikus","from_1801_1850","0","Latin_inGeneral"
"laktanya","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"lám","from_1401_1500","0","InternalDevelopment_Formed_Blending"
"láma1",NA,"0","Internationalisms"
"láma2","from_1751_1800","0","Internationalisms"
"lamé",NA,"0","NewLatin_French"
"lamentál","from_1601_1650","0","Latin_inGeneral"
"lámpa","from_1551_1600","?","InternalDevelopment_Formed_Abstraction"
"lámpaláz","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"lampion","from_1851_1900","0","Internationalisms"
"lánc","from_1401_1500",NA,NA
"lancetta","from_1651_1700","0","NewLatin_Italian"
"landol","from_1901_1950","0","Germanic_inGeneral"
"lándzsa","from_1351_1400","0","NewLatin_Italian"
"láng","from_1301_1350","0","ContestedOrigin"
"láng","from_1301_1350","?","InternalDevelopment_Created_Onomatopoetic"
"láng","from_1301_1350","?","Ancient_Finno_Ugric"
"langaléta","from_1801_1850","?","Germanic_inGeneral"
"lángész","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"lángos","from_1701_1750","0","InternalDevelopment_Formed_ShiftofWordType"
"langyos","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"lanka","from_1201_1250","0","Slavic_inGeneral"
"lankad","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"lanolin","from_1851_1900","0","Internationalisms"
"lant","from_1401_1500","0","Germanic_inGeneral"
"lanyha","from_1551_1600","0","UnknownOrigin"
"lap","from_1101_1150","?","InternalDevelopment_Formed_Abstraction"
"lap","from_1101_1150","0","ContestedOrigin"
"láp","from_1101_1150","0","Ancient_Finno_Ugric"
"lapály","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"lapát",NA,"0","Slavic_inGeneral"
"lápisz","from_1801_1850","0","Latin_inGeneral"
"lapít","from_1551_1600","0","InternalDevelopment_Formed_Derivation"
"lapocka","from_1401_1500","0","Slavic_inGeneral"
"lapos","from_1201_1250",NA,NA
"lapp","from_1651_1700","0","InternalDevelopment_Formed_Abstraction"
"lappantyú","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"lapu",NA,"0","Slavic_inGeneral"
"lárifári","from_1751_1800","0","Germanic_inGeneral"
"lárma","from_1601_1650","0","Germanic_inGeneral"
"lárva","from_1601_1650","0","Latin_inGeneral"
"lassú","from_1151_1200","?","InternalDevelopment_Formed_Derivation"
"lasszó","from_1851_1900","0","Internationalisms"
"lat","from_1401_1500","0","Germanic_inGeneral"
"lát","from_1151_1200",NA,NA
"látcso","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"laticel","after_1951","0","InternalDevelopment_ConsciouslyFormed_Blending"
"latifundium","from_1851_1900","0","Latin_inGeneral"
"latin","from_1601_1650","0","Latin_inGeneral"
"látogat","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"lator","from_1251_1300","0","Germanic_inGeneral"
"latrina","from_1801_1850","0","Internationalisms"
"latyak","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"láva","from_1751_1800","0","Internationalisms"
"lavina","from_1801_1850","?","NewLatin_Italian"
"lavina","from_1801_1850","?","Germanic_inGeneral"
"lavíroz","from_1701_1750","0","Germanic_inGeneral"
"lavór","from_1801_1850","0","Germanic_inGeneral"
"láz","from_1651_1700",NA,NA
"laza","from_1601_1650",NA,NA
"lazac","from_1501_1550","?","Slavic_Western_Slovak"
"lazsál","from_1901_1950","0","InternalDevelopment_Formed_Derivation"
"lazúr","from_1551_1600","0","Latin_inGeneral"
"le","from_1351_1400","?","Ancient_Finno_Ugric"
"lé","from_1351_1400","0","Ancient_Finno_Ugric"
"leander","from_1851_1900","0","Germanic_inGeneral"
"leány","from_1051_1100","?","InternalDevelopment_Formed_Compound"
"lebbencs","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"lebeg","from_1401_1500","0","InternalDevelopment_Created_Onomatopoetic"
"lebeny","from_1551_1600","?","InternalDevelopment_Formed_Derivation"
"lebuj","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"lebzsel","from_1651_1700","0","InternalDevelopment_Formed_Derivation"
"léc","from_1351_1400","?","Germanic_inGeneral"
"lecke","from_1401_1500","0","Latin_inGeneral"
"lecsó","from_1901_1950","0","InternalDevelopment_Formed_Derivation"
"ledér","from_1351_1400","0","Germanic_inGeneral"
"lednek","from_1401_1500","0","Slavic_Western_Slovak"
"lefetyel","from_1801_1850","0","InternalDevelopment_Created_Onomatopoetic"
"leffeg","from_1751_1800","0","InternalDevelopment_Created_Onomatopoetic"
"leffentyu","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"leg-","from_1351_1400","0","ContestedOrigin"
"leg-","from_1351_1400","?","Ancient_Finno_Ugric"
"lég","from_1801_1850","0","InternalDevelopment_ConsciouslyFormed_Blending"
"legális","from_1801_1850","0","Latin_inGeneral"
"legátus","from_1501_1550","0","Latin_inGeneral"
"légcso","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"legel","from_1351_1400",NA,NA
"legenda","from_1351_1400","0","Latin_inGeneral"
"legény","from_1101_1150","?","Iranian_forExampleAlanian"
"legény","from_1101_1150","?","Caucasian"
"légió","from_1401_1500","0","Latin_inGeneral"
"légó","from_1901_1950","0","InternalDevelopment_Formed_Abbreviation"
"legott",NA,"0","InternalDevelopment_Formed_Compound"
"légy","from_1101_1150","0","Ancient_Finno_Ugric"
"legyeskedik","after_1951","0","InternalDevelopment_Formed_Derivation"
"legyez","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"legyint","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"légyott","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"léha","from_1651_1700","0","ContestedOrigin"
"léha","from_1651_1700","?","InternalDevelopment_Formed_Derivation"
"lehel","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"léhuto","from_1701_1750","0","InternalDevelopment_Formed_Compound"
"lej","from_1851_1900","0","NewLatin_Romanian"
"lejt","from_1301_1350","?","InternalDevelopment_Formed_Derivation"
"lék","from_1251_1300",NA,NA
"lektor","from_1501_1550","0","Latin_inGeneral"
"lekvár","from_1751_1800","0","Slavic_Western_Slovak"
"lel","from_1201_1250","?","Ancient_Finno_Ugric"
"lélegzik","from_1351_1400","?","InternalDevelopment_Formed_Derivation"
"lélegzik","from_1351_1400","0","ContestedOrigin"
"lélek","from_1151_1200",NA,NA
"lélekszakadva","from_1701_1750",NA,NA
"lélekveszto","from_1801_1850",NA,NA
"lelkiismeret","from_1501_1550",NA,NA
"leltár","from_1801_1850",NA,NA
"lemez","from_1351_1400",NA,NA
"lemezlovas","after_1951","0","InternalDevelopment_LoanTranslation_English_Compound"
"lemezlovas","after_1951","0","InternalDevelopment_Formed_Compound"
"len","from_1151_1200",NA,NA
"lencse","from_1301_1350",NA,NA
"leng","from_1501_1550","?","InternalDevelopment_Formed_Derivation"
"lengyel","from_1051_1100",NA,NA
"lent","from_1751_1800",NA,NA
"lény","from_1751_1800",NA,NA
"lényeg","from_1801_1850",NA,NA
"leopárd","from_1501_1550",NA,NA
"lep","from_1401_1500","0","Ancient_Finno_Ugric"
"lép1","from_1351_1400","?","Ancient_Ugric"
"lép2","from_1301_1350","?","Ancient_Finno_Ugric"
"lép3","from_1301_1350","0","Slavic_Southern_Slovenian"
"lép4","from_1301_1350","?","InternalDevelopment_Formed_Paronym"
"lépcso","from_1601_1650",NA,NA
"lepedo","from_1351_1400","0","InternalDevelopment_Formed_ShiftofWordType"
"lepel","from_1251_1300","0","InternalDevelopment_Formed_Derivation"
"lepény","from_1351_1400","0","UnknownOrigin"
"lepényhal","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"lépfene","from_1851_1900","0","InternalDevelopment_Formed_Compound"
"lepke","from_1401_1500","0","InternalDevelopment_Created_Onomatopoetic"
"lepra","from_1851_1900","0","Latin_inGeneral"
"lépten-nyomon","from_1801_1850","0","InternalDevelopment_Formed_TwinWords"
"les","from_1051_1100","0","Ancient_Ugric"
"lesipuskás","from_1851_1900","0","InternalDevelopment_Formed_Compound"
"lestyán","from_1701_1750","0","NewLatin_Romanian"
"lesz","before_1000","0","Ancient_Finno_Ugric"
"lét","from_1251_1300","0","InternalDevelopment_Formed_Derivation"
"letargia","from_1801_1850","0","Latin_inGeneral"
"létige","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"létra","from_1401_1500","0","Germanic_inGeneral"
"lett","from_1801_1850","0","Internationalisms"
"levego","from_1651_1700","0","InternalDevelopment_Formed_SkipLastWordofCompound"
"levél","from_1051_1100","?","Ancient_Ugric"
"levél","from_1051_1100","0","ContestedOrigin"
"levél","from_1051_1100","?","Ancient_Finno_Ugric"
"levendula","from_1501_1550","0","Latin_inGeneral"
"levente","from_1551_1600","0","InternalDevelopment_Formed_fromProperNoun"
"leves","from_1551_1600","0","InternalDevelopment_Formed_ShiftofWordType"
"lexikon","from_1601_1650","0","Latin_inGeneral"
"lézeng","from_1551_1600","?","InternalDevelopment_Created_Onomatopoetic"
"lézer","from_1901_1950","0","Internationalisms"
"lezser","from_1851_1900","0","Germanic_inGeneral"
"lián","from_1751_1800","0","Internationalisms"
"liba","from_1151_1200","0","InternalDevelopment_Formed_Derivation"
"libabor","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"libasorban","from_1851_1900","0","InternalDevelopment_Formed_Compound"
"libatop","from_1801_1850","0","InternalDevelopment_LoanTranslation_Latin_Compound"
"libeg","from_1751_1800","0","InternalDevelopment_Created_Onomatopoetic"
"liberális","from_1601_1650","0","Latin_inGeneral"
"libéria","from_1601_1650","0","Germanic_inGeneral"
"libikóka","from_1801_1850","?","InternalDevelopment_Formed_Compound"
"líceum","from_1751_1800","0","Latin_inGeneral"
"lichthof","from_1851_1900","0","Germanic_inGeneral"
"licitál","from_1751_1800","0","Latin_inGeneral"
"lidérc","from_1401_1500","0","UnknownOrigin"
"lift","from_1851_1900","0","Germanic_English"
"liga","from_1551_1600","0","Latin_inGeneral"
"liget","from_1101_1150","0","UnknownOrigin"
"lignit","from_1851_1900","0","Internationalisms"
"liheg","from_1651_1700","0","InternalDevelopment_Created_Onomatopoetic"
"likor","from_1751_1800","0","Internationalisms"
"likvidál","from_1651_1700","0","Latin_inGeneral"
"lila","from_1751_1800","0","Germanic_inGeneral"
"lile","from_1751_1800","0","InternalDevelopment_Created_Onomatopoetic"
"liliom","from_1251_1300","0","Latin_inGeneral"
"liliomtipró","from_1901_1950","0","InternalDevelopment_Formed_Compound"
"liliputi","from_1801_1850","0","InternalDevelopment_Formed_fromProperNoun"
"limány",NA,"0","Slavic_Southern_Croatian_Serbian"
"limlom","from_1751_1800","0","InternalDevelopment_Formed_Playful"
"limonádé","from_1701_1750","0","Internationalisms"
"lincsel","from_1851_1900","0","Germanic_English"
"lineáris","from_1851_1900","0","Latin_inGeneral"
"link1","from_1851_1900","0","Germanic_inGeneral"
"link2","after_1951","0","Germanic_English"
"linóleum","from_1851_1900","0","Internationalisms"
"linzer","from_1901_1950","0","InternalDevelopment_Formed_Compound"
"líra1","from_1501_1550","0","Latin_inGeneral"
"líra2","from_1751_1800","0","Internationalisms"
"lista","from_1651_1700","0","Wanderwort"
"liszt","from_1251_1300",NA,NA
"litánia","from_1501_1550","0","Latin_inGeneral"
"liter","from_1851_1900","0","Germanic_inGeneral"
"literatúra","from_1701_1750","0","Latin_inGeneral"
"litván","from_1651_1700","0","Latin_inGeneral"
"lízing","after_1951","0","Germanic_English"
"lo","from_1201_1250","0","Ancient_Finno_Ugric"
"ló","from_1051_1100","0","Ancient_Ugric"
"ló","from_1051_1100","?","Caucasian"
"lob","from_1801_1850","0","InternalDevelopment_Formed_Abstraction"
"lóbab","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"lóbál","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"lobbizik","after_1951","0","InternalDevelopment_Formed_Derivation"
"lobog","from_1401_1500","0","InternalDevelopment_Created_Onomatopoetic"
"loboncos","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"lóca","from_1601_1650","?","Slavic_Western_Slovak"
"locs","from_1351_1400","0","Germanic_inGeneral"
"locsol","from_1501_1550","0","InternalDevelopment_Created_Onomatopoetic"
"locspocs","from_1551_1600","0","InternalDevelopment_Formed_Compound"
"lóden","from_1751_1800","0","Germanic_inGeneral"
"lodörög","from_1751_1800",NA,NA
"lófo","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"lófrál","from_1851_1900","?","Germanic_inGeneral"
"lóg","from_1401_1500","0","Ancient_Finno_Ugric"
"logika","from_1501_1550","0","Latin_inGeneral"
"logisztika","after_1951","0","Internationalisms"
"lohad","from_1401_1500","0","InternalDevelopment_Created_Onomatopoetic"
"lóhalálában","from_1551_1600","0","InternalDevelopment_Formed_Compound"
"lóhere","from_1301_1350","0","InternalDevelopment_Formed_Compound"
"lohol","from_1551_1600","0","InternalDevelopment_Created_Onomatopoetic"
"lojális","from_1801_1850","0","Germanic_inGeneral"
"lök","from_1101_1150","0","Ancient_Finno_Ugric"
"lokál","from_1801_1850","0","Internationalisms"
"lokni","from_1751_1800","0","Germanic_Bavarian"
"lóköto","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"loll",NA,"?","Ancient_Ugric"
"lom1","from_1251_1300","?","Slavic_Southern_Croatian_Serbian"
"lom2","from_1251_1300","?","Ancient_Finno_Ugric"
"lomb","from_1201_1250","0","InternalDevelopment_Created_Onomatopoetic"
"lombfurész","from_1851_1900","0","InternalDevelopment_LoanTranslation_German_Compound"
"lombik","from_1501_1550","0","Wanderwort"
"lomha","from_1551_1600","0","UnknownOrigin"
"lompos","from_1201_1250","0","InternalDevelopment_Formed_Derivation"
"lonc","from_1551_1600","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"löncs","from_1801_1850","0","Germanic_English"
"lop","from_1051_1100","0","UnknownOrigin"
"lópikula","from_1901_1950","0","InternalDevelopment_Formed_Compound"
"lopó","from_1751_1800",NA,NA
"lord","from_1751_1800","0","Germanic_English"
"lore","from_1501_1550","0","Germanic_inGeneral"
"lornyon","from_1801_1850","0","NewLatin_French"
"lórom","from_1351_1400","0","UnknownOrigin"
"lórum","from_1901_1950","0","UnknownOrigin"
"lösz","from_1851_1900","0","Germanic_inGeneral"
"loszer","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"lót-fut","from_1651_1700","0","InternalDevelopment_Formed_TwinWords"
"lottó","from_1751_1800","0","Internationalisms"
"lótusz","from_1601_1650","0","Latin_inGeneral"
"lotyó","from_1551_1600","0","InternalDevelopment_Formed_ShiftofWordType"
"lotyog","from_1701_1750","0","InternalDevelopment_Created_Onomatopoetic"
"lötyög","from_1651_1700","0","InternalDevelopment_Created_Onomatopoetic"
"loval","from_1751_1800","0","InternalDevelopment_Formed_SeparationofMeaning"
"lóvé","from_1851_1900","0","Romani"
"lubickol","from_1651_1700","0","InternalDevelopment_Created_Onomatopoetic"
"lucaszéke","from_1801_1850","0","InternalDevelopment_Formed_fromProperNoun"
"lucaszéke","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"lucerna","from_1751_1800","0","Germanic_inGeneral"
"lucfenyo","from_1251_1300","0","InternalDevelopment_Formed_Compound"
"lucskos","from_1701_1750","0","InternalDevelopment_Created_Onomatopoetic"
"lúd","from_1201_1250","0","Ancient_Finno_Ugric"
"ludas","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"lúdtalp","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"luft","from_1851_1900","0","Germanic_inGeneral"
"luftballon","from_1751_1800","0","Germanic_inGeneral"
"lúg","from_1401_1500","?","Slavic_Southern_inGeneral"
"lugas","from_1251_1300","0","NewLatin_Italian"
"lüke","from_1501_1550",NA,NA
"lüktet","from_1651_1700","0","InternalDevelopment_Formed_Derivation"
"lump","from_1801_1850","0","Germanic_Bavarian"
"lurkó","from_1751_1800","0","Latin_inGeneral"
"lusta","from_1201_1250","0","UnknownOrigin"
"lüszter","from_1751_1800","0","Germanic_inGeneral"
"lutheránus","from_1551_1600","0","Latin_inGeneral"
"lutri","from_1751_1800","0","Internationalisms"
"luxus","from_1551_1600","0","Latin_inGeneral"
"lyuk","from_1051_1100","?","Ancient_Finno_Ugric"
"ma","from_1101_1150","0","InternalDevelopment_Formed_FixParadigm"
"maca","from_1601_1650","0","InternalDevelopment_Formed_fromProperNoun"
"maccs","from_1801_1850","0","Germanic_inGeneral"
"macedón","from_1601_1650","0","Latin_inGeneral"
"macerál","from_1701_1750","0","Latin_inGeneral"
"macesz","from_1851_1900","0","Yiddish"
"macher","from_1851_1900","0","Germanic_inGeneral"
"mackó","from_1801_1850","0","Slavic_Western_Slovak"
"mácsik","from_1501_1550","?","InternalDevelopment_Formed_Compound"
"macska","from_1201_1250","0","Slavic_inGeneral"
"macskaasztal","from_1851_1900","0","InternalDevelopment_LoanTranslation_German_Compound"
"macskagyökér","from_1551_1600","0","InternalDevelopment_Formed_Compound"
"macskaszem","from_1351_1400","0","InternalDevelopment_Formed_Compound"
"macskazene","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"mácsonya","from_1751_1800","0","Slavic_Southern_Slovenian"
"madám","from_1701_1750","0","Internationalisms"
"madár","from_1101_1150","0","UnknownOrigin"
"madárcseresznye","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"madárijeszto","from_1751_1800","0","InternalDevelopment_LoanTranslation_German_Compound"
"madártej","from_1651_1700","0","InternalDevelopment_Formed_Compound"
"madeira","from_1801_1850","0","Internationalisms"
"madonna","from_1551_1600","0","InternalDevelopment_Formed_fromProperNoun"
"madonna","from_1551_1600","0","NewLatin_Italian"
"madrigál","from_1701_1750","0","Internationalisms"
"madzag","from_1401_1500","?","Germanic_inGeneral"
"maffia","from_1851_1900","0","Internationalisms"
"mafla","from_1851_1900","?","Germanic_inGeneral"
"mag","from_1051_1100","?","Ancient_Finno_Ugric"
"maga","from_1151_1200","0","InternalDevelopment_Formed_FixParadigm"
"magán","from_1551_1600","0","InternalDevelopment_Formed_FixParadigm"
"magánhangzó","from_1751_1800","0","InternalDevelopment_LoanTranslation_German_Compound"
"magány","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"magas","from_1051_1100","?","InternalDevelopment_Formed_Derivation"
"magasztal","from_1351_1400","?","InternalDevelopment_Formed_Derivation"
"magazin","from_1651_1700","0","Wanderwort"
"mágia","from_1751_1800","0","Latin_inGeneral"
"magisztrátus","from_1551_1600","0","Latin_inGeneral"
"máglya","from_1401_1500","0","Slavic_inGeneral"
"mágnás","from_1701_1750","0","Latin_inGeneral"
"mágnes","from_1551_1600","0","Latin_inGeneral"
"magnetofon","after_1951","0","Internationalisms"
"magol","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"mágus","from_1401_1500","0","Latin_inGeneral"
"magvaváló","from_1651_1700","0","InternalDevelopment_Formed_Compound"
"magyal","from_1151_1200","0","UnknownOrigin"
"magyar","before_1000","?","InternalDevelopment_Formed_Compound"
"magyaráz","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"mahagóni","from_1751_1800","0","Internationalisms"
"maharadzsa","from_1851_1900","0","Internationalisms"
"máj","from_1401_1500",NA,NA
"majális","from_1651_1700","0","Latin_inGeneral"
"majd","from_1401_1500",NA,NA
"majdnem","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"májfolt","from_1751_1800","0","InternalDevelopment_LoanTranslation_German_Compound"
"majolika","from_1751_1800","0","NewLatin_Italian"
"majolika","from_1751_1800","0","InternalDevelopment_Formed_fromProperNoun"
"majom","from_1301_1350","0","Wanderwort"
"majomszeretet","from_1701_1750","0","InternalDevelopment_LoanTranslation_German_Compound"
"majonéz","from_1801_1850","0","Internationalisms"
"majonéz","from_1801_1850","0","InternalDevelopment_Formed_fromProperNoun"
"major","from_1301_1350","0","Germanic_Bavarian"
"majoránna","from_1501_1550","0","Latin_inGeneral"
"majszol","from_1601_1650","?","InternalDevelopment_Created_Onomatopoetic"
"május","from_1401_1500","0","Latin_inGeneral"
"mák","from_1251_1300","0","Slavic_inGeneral"
"makacs","from_1701_1750","0","UnknownOrigin"
"makadám","from_1801_1850","0","Germanic_English"
"makadám","from_1801_1850","0","InternalDevelopment_Formed_fromProperNoun"
"makáma","from_1851_1900","0","Germanic_inGeneral"
"makaróni","from_1701_1750","0","Internationalisms"
"makett","after_1951","0","Internationalisms"
"maki","from_1751_1800","0","Internationalisms"
"makk","from_1101_1150","0","UnknownOrigin"
"makkegészséges","from_1901_1950","0","InternalDevelopment_Formed_Compound"
"makog","from_1651_1700","0","InternalDevelopment_Created_Onomatopoetic"
"makrancos","from_1751_1800","0","UnknownOrigin"
"makrapipa","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"makulátlan","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"makulatúra","from_1751_1800","0","Latin_inGeneral"
"mál","from_1151_1200","0","Ancient_Finno_Ugric"
"malac","from_1301_1350","?","Slavic_Southern_Slovenian"
"maláj","from_1801_1850","0","Internationalisms"
"malária","from_1851_1900","0","Internationalisms"
"malaszt","from_1101_1150","?","Slavic_Southern_inGeneral"
"malaszt","from_1101_1150","?","Slavic_Western_Slovak"
"maláta","from_1351_1400","?","Slavic_Southern_inGeneral"
"maláta","from_1351_1400","?","Slavic_Western_Slovak"
"málé","from_1551_1600","0","NewLatin_Romanian"
"málha","from_1401_1500","0","Germanic_inGeneral"
"maliciózus",NA,"0","Latin_inGeneral"
"malíciózus","from_1751_1800",NA,NA
"mállik","from_1751_1800","0","UnknownOrigin"
"málna","from_1351_1400","0","Slavic_inGeneral"
"malom","from_1051_1100","0","Slavic_inGeneral"
"malter","from_1751_1800","0","Germanic_inGeneral"
"mályva","from_1351_1400","0","Latin_inGeneral"
"mama","from_1551_1600","?","Wanderwort"
"mama","from_1551_1600","?","InternalDevelopment_Created_Onomatopoetic"
"mama","from_1551_1600","0","ContestedOrigin"
"máma","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"mameluk","from_1601_1650","0","Wanderwort"
