got_lemma,Wortart,got_pos,Deutsche Bedeutung,Englische Bedeutung,got_en,link,got_ipa,got_occurences,got_reconstructedness,got_certainty
greut,M.,n,"Grieß, Sand",grit (N.),grit,https://koeblergerhard.de/wikiling/?f=got&page=111,ɡreut,,word,certain
grēws,Adj.,a,grau,grey,grey,https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrews,,word,certain
grīma,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪma,,word,certain
grimjis,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪmjɪs,,word,certain
grimman,V.,v,"ergrimmen, zürnen","become furious, incense (V.)","become_furious, incense",https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪmman,,word,uncertain
grimmiþa,F.,n,Grimm,"fury, wrath, ire","fury, wrath, ire",https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪmmɪθa,,word,uncertain
grimms,Adj.,a,"grimmig, zornig, schrecklich","furious, wrathful","furious, wrathful",https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪmms,,word,uncertain
grindafraþjis,Adj.,a,kleinmütig,"demoralized, crushed in spirit, faint-hearted","demoralized, crushed_in_spirit, fainthearted",https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪndaɸraθjɪs,1,form,certain
grindan,V.,v,zerreiben,grind,grind,https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪndan,,word,uncertain
grinds,Adj.,a,zerrieben,"ground (Adj.), pulverized, crushed","ground, pulverized, crushed",https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪnds,,word,uncertain
gris,Sb.,n,Schrecken,"terror (N.), horror","terror, horror",https://koeblergerhard.de/wikiling/?f=got&page=111,ɡrɪs,,word,uncertain
griþs,F.,n,"Schritt, Stufe","step (N.), pace (N.), stair, standing (N.)","step, pace, stair, standing",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡrɪθs,1,form,certain
Griutuggōs,M.,n,Ostgoten,Ostrogoths,Ostrogoths,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡrɪutuŋɡos,,word,uncertain
grōba,F.,n,"Grube, Höhle","dugout, hole (N.), burrow (N.), cave (N.)","dugout, hole, burrow, cave",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡroβa,2,form,certain
grudja,,"n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡruðja,,word,uncertain
grundiþa,F.,n,Grund?,ground (N.)?,ground,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡrundɪθa,,word,uncertain
grundus,M.,n,Grund?,ground (N.)?,ground,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡrundus,,word,certain
grunduwaddjus,M.,n,Grundmauer,"ground-wall, foundation-wall, wall-base, groundwork","groundwall, foundationwall, wallbase, groundwork",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡrunduwaddjus,5,not reconstructed,certain
grūts,M.,n,Grütze (F.) (1),groats,groats,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡruts,,word,certain
Grūtungi,M.,n,Ostgoten,Ostrogoths,Ostrogoths,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡrutunɡɪ,,word,certain
gudaba,Adv.,r,fromm,godly,godly,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðaβa,,word,certain
gudafaúrhts,Adj.,a,gottesfürchtig,"God-fearing, devout","Godfearing, devout",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðaɸɔrhts,1,not reconstructed,certain
gudalaus,Adj.,a,gottlos,"godless, without God","godless, without_God",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðalaus,21,form,certain
gudaskaunei,F.,n,Gottesgestalt,"the form of God, divine aspect, godly form","the_form_of_God, divine_aspect, godly_form",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðaskauni,1,form,certain
gudblōstreis,M.,n,Gottesverehrer,worshipper of God,worshipper_of_God,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðblostris,1,not reconstructed,certain
guþblōstreis,M.,n,Gottesverehrer,worshipper of God,worshipper_of_God,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuθblostris,,not reconstructed,certain
gudei,F.,n,Frömmigkeit,"godliness, piety, devotion, saintliness","godliness, piety, devotion, saintliness",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuði,,word,uncertain
gudhūs,N.,n,"Gotteshaus, Tempel","house of God, temple","house_of_God, temple",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðhus,1,form,certain
gudisks,Adj.,a,göttlich,"godly, divine","godly, divine",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðɪsks,43,form,certain
gudja,M.,n,Priester,priest,priest,https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðja,54,not reconstructed,certain
gudjinassus,M.,n,Priestertum,"priest-hood, priestcraft","priesthood, priestcraft",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðjɪnassus,2,form,certain
gudjinōn,V.,v,"Priester sein (V.), das Priesteramt verrichten","be a priest, officate as priest, perform in sacredotal capacity","be_a_priest, officate_as_priest, perform_in_sacredotal_capacity",https://koeblergerhard.de/wikiling/?f=got&page=112,ɡuðjɪnon,1,form,certain
gulþ,N.,n,Gold,gold,gold,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡulθ,2,form,certain
gulþeins,Adj.,a,golden,golden,golden,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡulθins,1,form,certain
guma,M.,n,Mann,"male human being, man (M.)","male_human_being, man",https://koeblergerhard.de/wikiling/?f=got&page=113,ɡuma,4,not reconstructed,certain
gumakunds,Adj.,a,männlich,"male (Adj.), of the male sex","male, of_the_male_sex",https://koeblergerhard.de/wikiling/?f=got&page=113,ɡumakunds,2,form,certain
gumein,N.,n,Männchen,"male (N.), male animal","male, male_animal",https://koeblergerhard.de/wikiling/?f=got&page=113,ɡumin,1,form,certain
gumeins,Adj.,a,männlich,male,male,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡumins,,word,uncertain
gund,N.,n,"Krebsgeschwür, Geschwür",gangrene,gangrene,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡund,1,not reconstructed,certain
gunþi,F.,n,Kampf,"fight (N.), struggle (N.)","fight, struggle",https://koeblergerhard.de/wikiling/?f=got&page=113,ɡunθɪ,,word,uncertain
gunþs,M.,n,Kampf,"fight (N.), struggle (N.)","fight, struggle",https://koeblergerhard.de/wikiling/?f=got&page=113,ɡunθs,,word,uncertain
Guta,M.,n,Gote,Goth,Goth,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡuta,,form,certain
Gutan,M.,n,Goten,Goths,Goths,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡutan,1,form,certain
gutisks,Adj.,a,gotisch,gothic,gothic,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡutɪsks,,word,uncertain
gutnan,V.,v,gegossen werden,"become poured out, become spilled out","become_poured_out, become_spilled_out",https://koeblergerhard.de/wikiling/?f=got&page=113,ɡutnan,,word,uncertain
Gutō,F.,n,Gotin,female Goth,female_Goth,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡuto,,word,uncertain
Gutþiuda,F.,n,Gotenvolk,"Gothic people, Goths’ own name for themselves","Gothic_people, Goths_own_name_for_themselves",https://koeblergerhard.de/wikiling/?f=got&page=113,ɡutθɪuða,2,form,certain
guþ,M.,n,"„Angerufener“, Gott, Götze",God,God,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡuθ,570567,not reconstructed,certain
guþblōstreis,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡuθblostris,,not reconstructed,certain
guþs,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡuθs,,word,uncertain
guþs,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=113,ɡuθs,,word,uncertain
NAME,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=113,name,,not reconstructed,uncertain
h,Buchstabe,r,"h, Abkürzung für 8","h, abbreviation for 8","h, abbreviation_for_",https://koeblergerhard.de/wikiling/?f=got&page=113,h,2,,certain
haal,N.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=114,haal,,not reconstructed,certain
haban,V.,v,"haben, besitzen, inne haben, meinen, halten, werden, sich befinden, können, woll>>>","have, possess (V.), hold (V.), have hold of, take hold of, have at one’s disposa>>>","have, possess, hold, have_hold_of, take_hold_of, have_at_ones_disposa",https://koeblergerhard.de/wikiling/?f=got&page=114,haβan,274272,not reconstructed,certain
habands,"V., Adj.","n,v,a,r",habend,having,having,https://koeblergerhard.de/wikiling/?f=got&page=114,haβands,,not reconstructed,certain
hafjan,V.,v,"heben, aufheben","hold up, bear up, lift (V.)","hold_up, bear_up, lift",https://koeblergerhard.de/wikiling/?f=got&page=114,haɸjan,1,form,certain
hafnan,V.,v,sich heben,hold up o.s.,hold_up_os,https://koeblergerhard.de/wikiling/?f=got&page=114,haɸnan,,word,uncertain
haftjan,V.,v,"(sich) heften, anhängen, anheften","hold to, adhere to, hold o.s. to, make o.s. adhere to","hold_to, adhere_to, hold_os_to, make_os_adhere_to",https://koeblergerhard.de/wikiling/?f=got&page=114,haɸtjan,(sik) 4,form,certain
haftnan,V.,v,angeheftet werden,become adhered to,become_adhered_to,https://koeblergerhard.de/wikiling/?f=got&page=114,haɸtnan,,word,uncertain
hafts,"V., Adj.","n,v,a,r",behaftet,"bound (Adj.), joined, laden with, subject to","bound, joined, laden_with, subject_to",https://koeblergerhard.de/wikiling/?f=got&page=114,haɸts,(1) 1,form,certain
hafts,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=114,haɸts,(2),word,certain
hagja,M.,n,"Pfleger, Heger","orderly (M.), guardian","orderly, guardian",https://koeblergerhard.de/wikiling/?f=got&page=114,haɣja,,word,uncertain
hagka,F.,n,Hüfte,hip,hip,https://koeblergerhard.de/wikiling/?f=got&page=114,haŋka,,word,uncertain
hagl,N.,n,"Hagel, h-Rune","hail (N.), name of h-rune","hail, name_of_hrune",https://koeblergerhard.de/wikiling/?f=got&page=114,haɣl,1,form,certain
hāh,N.,n,"Hängen, Hang",hang (N.),hang,https://koeblergerhard.de/wikiling/?f=got&page=114,hah,,word,uncertain
hāhan,V.,v,"hängen, schweben lassen","hang (V.), make hang, suspend (V.), let hang in suspense","hang, make_hang, suspend, let_hang_in_suspense",https://koeblergerhard.de/wikiling/?f=got&page=114,hahan,(1) 1,form,certain
hāhan,V.,v,hangen,"hang (V.), be suspended, cling to","hang, be_suspended, cling_to",https://koeblergerhard.de/wikiling/?f=got&page=114,hahan,(2) 1,form,certain
hāhjis,Adj.,a,hängend,hanging,hanging,https://koeblergerhard.de/wikiling/?f=got&page=114,hahjɪs,,word,uncertain
hāhjō,Adv.,r,,,,https://koeblergerhard.de/wikiling/?f=got&page=114,hahjo,,word,uncertain
Haíbraius,M.,n,Hebräer,Hebrew,Hebrew,https://koeblergerhard.de/wikiling/?f=got&page=114,hɛβraɪus,3,not reconstructed,certain
haidus,M.,n,"Art (F.) (1), Weise (F.) (2)","manner (N.), mode, fashion (N.), way (N.)","manner, mode, fashion, way",https://koeblergerhard.de/wikiling/?f=got&page=114,haɪðus,4,form,certain
haifstjan,V.,v,streiten,"compete in a contest, contend, rival (V.), vie with, strive in competition, figh>>>","compete_in_a_contest, contend, rival, vie_with, strive_in_competition, figh",https://koeblergerhard.de/wikiling/?f=got&page=114,haɪɸstjan,4,not reconstructed,certain
haifsts,F.,n,"Streit, Zank","contestation, competition, rivalry, striving in competition, conflict (N.)","contestation, competition, rivalry, striving_in_competition, conflict",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪɸsts,1211,form,certain
haihs,Adj.,a,einäugig,one-eyed,oneeyed,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪhs,1,form,certain
hailags,Adj.,a,"heilig, geweiht","holy, sacrosanct, sacred and inviolable","holy, sacrosanct, sacred_and_inviolable",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪlaɣs,1,form,certain
haili,N.,n,Heil,"wellbeing, good (N.)","wellbeing, good",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪlɪ,,word,uncertain
hailisks,Adj.,a,"heil, lebendig","alive, well (Adj.), healthy","alive, well, healthy",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪlɪsks,1,form,certain
hailiþs,"V., Adj.","n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪlɪθs,,word,uncertain
hailjan,V.,v,heilen (V.) (1),"heal (V.), cure (V.)","heal, cure",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪljan,6,not reconstructed,certain
hailnan,V.,v,geheilt werden,become healed,become_healed,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪlnan,,word,uncertain
hails,Adj.,a,"heil, gesund, wohl","healthy, hale (Adj.), whole, sound (Adj.)","healthy, hale, whole, sound",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪls,(1) 15,not reconstructed,certain
hails,Interj.,r,sei gegrüßt,hail (Interj.),hail,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪls,(2) 3,not reconstructed,certain
haima,F.,n,Land,land (N.),land,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪma,,word,uncertain
haimeis,Adj.,a,heimisch,home (Adj.),home,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪmis,,word,certain
haims,Adj.,a,heimisch,home (Adj.),home,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪms,,word,certain
haimōþli,N.,n,"Grundbesitz, Familiengut","patrimonial land, inherited land property, patrimonial homestead","patrimonial_land, inherited_land_property, patrimonial_homestead",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪmoθlɪ,2,form,certain
haims,F.,n,"Dorf, Land (= haimōs), Flecken","village, rural town","village, rural_town",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪms,(1) 14,form,certain
haims,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=115,haɪms,(2),word,certain
hairaíseis,F.,n,"Parteien, Ketzerei?","dissension, factions, divisions, factionalism, discord (N.), heresies","dissension, factions, divisions, factionalism, discord, heresies",https://koeblergerhard.de/wikiling/?f=got&page=115,haɪrɛsis,1,not reconstructed,certain
haírda,F.,n,Herde,"herd (N.), flock (N.)","herd, flock",https://koeblergerhard.de/wikiling/?f=got&page=115,hɛrda,8,not reconstructed,certain
haírdeis,M.,n,Hirt,"herdsman, shepherd (M.)","herdsman, shepherd",https://koeblergerhard.de/wikiling/?f=got&page=115,hɛrdis,12,not reconstructed,certain
haírtei,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=115,hɛrti,,word,certain
haírtiþa,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=115,hɛrtɪθa,,word,certain
haírtō,N.,n,Herz,heart,heart,https://koeblergerhard.de/wikiling/?f=got&page=116,hɛrto,76,not reconstructed,certain
NAME,Adj.,a,#NAME?,hearted,hearted,https://koeblergerhard.de/wikiling/?f=got&page=116,name,,not reconstructed,uncertain
haírþra,N.,n,"Eingeweide, Herz, Inneres","intestines, viscera, entrails, heart, bosom, inner being","intestines, viscera, entrails, heart, bosom, inner_being",https://koeblergerhard.de/wikiling/?f=got&page=116,hɛrθra,2,not reconstructed,certain
haírus,M.,n,Schwert,"sword, sabre","sword, sabre",https://koeblergerhard.de/wikiling/?f=got&page=116,hɛrus,10,not reconstructed,certain
hais,N.,n,Fackel,"torch (N.), flambeau","torch, flambeau",https://koeblergerhard.de/wikiling/?f=got&page=116,haɪs,1,form,certain
haista,,"n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪsta,,word,certain
hait,N.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪt,,word,certain
haitan,V.,v,"heißen, nennen, genannt werden, rufen, einladen (V.) (2), befehlen","address (V.), speak to, call (V.), invite (V.), bid (V.), command (V.), order (V>>>","address, speak_to, call, invite, bid, command, orderV",https://koeblergerhard.de/wikiling/?f=got&page=116,haɪtan,64,not reconstructed,certain
haiti,F.,n,"Geheiß, Befehl","behest, order (N.), command (N.), promise (N.)","behest, order, command, promise",https://koeblergerhard.de/wikiling/?f=got&page=116,haɪtɪ,2,form,certain
haitja,M.,n,„Heißer“,commander,commander,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪtja,,word,uncertain
haiþas,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪθas,,word,certain
haiþae,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪθae,,not reconstructed,certain
haiþi,F.,n,"Heide (F.) (1), Steppe, Feld, Acker",open field,open_field,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪθɪ,5,form,certain
haiþiwisks,Adj.,a,wild,"of the open field, of the countryside, wild (Adj.)","of_the_open_field, of_the_countryside, wild",https://koeblergerhard.de/wikiling/?f=got&page=116,haɪθɪwɪsks,1,form,certain
haiþnō,F.,n,Heidin,heathen woman,heathen_woman,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪθno,1,not reconstructed,certain
haiþns,Adj.,a,heidnisch,heathen (Adj.),heathen,https://koeblergerhard.de/wikiling/?f=got&page=116,haɪθns,,word,certain
hakiljan,V.,v,hecheln,heckle (V.),heckle,https://koeblergerhard.de/wikiling/?f=got&page=116,hakɪljan,,word,certain
hakuls,M.,n,Mantel,"cloak, travelling cloak","cloak, travelling_cloak",https://koeblergerhard.de/wikiling/?f=got&page=116,hakuls,1,form,certain
halba,F.,n,"Hälfte, Seite, Teil","half (N.), bisection, section, side of reference, facet, aspect","half, bisection, section, side_of_reference, facet, aspect",https://koeblergerhard.de/wikiling/?f=got&page=116,halba,2,form,certain
halbs,Adj.,a,halb,half (Adj.),half,https://koeblergerhard.de/wikiling/?f=got&page=116,halbs,2,form,certain
haldan,V.,v,"hüten, weiden, halten","herd (V.), shepherd (V.), tend, keep watch over, graze cattle","herd, shepherd, tend, keep_watch_over, graze_cattle",https://koeblergerhard.de/wikiling/?f=got&page=116,haldan,9,not reconstructed,certain
haldis,"Adv., Adj.","n,v,a,r","mehr, lieber","more likely, more surely, more","more_likely, more_surely, more",https://koeblergerhard.de/wikiling/?f=got&page=117,haldɪs,1,not reconstructed,certain
halis,Adv.,r,kaum,"hardly, scarcely","hardly, scarcely",https://koeblergerhard.de/wikiling/?f=got&page=117,halɪs,,word,uncertain
halisaiw,Adv.,r,"kaum je, kaum","hardly ever, scarcely ever","hardly_ever, scarcely_ever",https://koeblergerhard.de/wikiling/?f=got&page=117,halɪsaɪw,1,not reconstructed,certain
halja,F.,n,Hölle,hell,hell,https://koeblergerhard.de/wikiling/?f=got&page=117,halja,4,not reconstructed,certain
haljōrūna,F.,n,"Hexe, Zauberweib","witch, magician (F.)","witch, magician",https://koeblergerhard.de/wikiling/?f=got&page=117,haljoruna,1,form,certain
halks,Adj.,a,"leer, umsonst, dürftig, armselig","futile, in vain, weak","futile, in_vain, weak",https://koeblergerhard.de/wikiling/?f=got&page=117,halks,2,form,certain
hallus,M.,n,"Fels, Stein","stone slab, stone block, boulder, rock (N.)","stone_slab, stone_block, boulder, rock",https://koeblergerhard.de/wikiling/?f=got&page=117,hallus,1,form,certain
hals,M.,n,Hals,neck (N.),neck,https://koeblergerhard.de/wikiling/?f=got&page=117,hals,1,form,certain
halsagga,M.,n,"Hals, Nacken","neck (N.), narrow of the neck","neck, narrow_of_the_neck",https://koeblergerhard.de/wikiling/?f=got&page=117,halsaŋɡa,1,form,certain
halts,Adj.,a,lahm,"crippled, halt (Adj.), lame","crippled, halt, lame",https://koeblergerhard.de/wikiling/?f=got&page=117,halts,5,form,certain
halþei,F.,n,Neigung,incline (N.),incline,https://koeblergerhard.de/wikiling/?f=got&page=117,halθi,,word,certain
halþs,Adj.,a,geneigt,"leaning (Adj.), leaning toward, inclined (Adj.), inclined toward, tending toward","leaning, leaning_toward, inclined, inclined_toward, tending_toward",https://koeblergerhard.de/wikiling/?f=got&page=117,halθs,,word,certain
hamfs,Adj.,a,"verstümmelt, gekrümmt, lahm","maimed, mutilated, club-handed","maimed, mutilated, clubhanded",https://koeblergerhard.de/wikiling/?f=got&page=117,hamɸs,1,form,certain
hamōn,V.,v,kleiden,dress (V.),dress,https://koeblergerhard.de/wikiling/?f=got&page=117,hamon,,word,uncertain
hams,M.,n,Hülle,"clothing, hide (N.), covering (N.)","clothing, hide, covering",https://koeblergerhard.de/wikiling/?f=got&page=117,hams,,word,uncertain
hana,M.,n,Hahn,"cock (M.), rooster","cock, rooster",https://koeblergerhard.de/wikiling/?f=got&page=117,hana,7,not reconstructed,certain
handa,F.,n,Hand,hand (N.),hand,https://koeblergerhard.de/wikiling/?f=got&page=117,handa,1,not reconstructed,certain
handja,,"n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=117,handja,,word,uncertain
handugei,F.,n,"Weisheit, Klugheit, Geschicklichkeit",wisdom,wisdom,https://koeblergerhard.de/wikiling/?f=got&page=117,handuɣi,2019,not reconstructed,certain
handugs,Adj.,a,"weise, klug, geschickt",wise,wise,https://koeblergerhard.de/wikiling/?f=got&page=117,handuɣs,2,not reconstructed,certain
handus,F.,n,Hand,hand (N.),hand,https://koeblergerhard.de/wikiling/?f=got&page=118,handus,73,not reconstructed,certain
handuwaúrhts,Adj.,a,"handgemacht, mit der Hand gemacht","hand-wrought, made by hands","handwrought, made_by_hands",https://koeblergerhard.de/wikiling/?f=got&page=118,handuwɔrhts,2,form,certain
hanō,F.,n,"Huhn, Henne","chicken, hen","chicken, hen",https://koeblergerhard.de/wikiling/?f=got&page=118,hano,,word,uncertain
hansa,F.,n,"Schar (F.) (1), Manipel, Kohorte, Menge","cohort, battalion, maniple, crowd (N.), troop (N.)","cohort, battalion, maniple, crowd, troop",https://koeblergerhard.de/wikiling/?f=got&page=118,hansa,4,not reconstructed,certain
harbisjan,V.,v,abpflücken,pick (V.),pick,https://koeblergerhard.de/wikiling/?f=got&page=118,harbɪsjan,,word,certain
hardjan,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=118,hardjan,,word,certain
harduba,Adv.,r,"sehr, hart","with hardness, harshly, with severity, terribly","with_hardness, harshly, with_severity, terribly",https://koeblergerhard.de/wikiling/?f=got&page=118,harduβa,3,not reconstructed,certain
harduhaírtei,F.,n,Hartherzigkeit,hard-heartedness,hardheartedness,https://koeblergerhard.de/wikiling/?f=got&page=118,harduhɛrti,2,form,certain
harduhaírts,Adj.,a,hartherzig,hard-hearted,hardhearted,https://koeblergerhard.de/wikiling/?f=got&page=118,harduhɛrts,,word,uncertain
hardus,Adj.,a,"hart, streng","hard, harsh, stern (1)","hard, harsh, stern",https://koeblergerhard.de/wikiling/?f=got&page=118,hardus,4,not reconstructed,certain
haribaírgō,F.,n,Herberge,"lodging, accomodation","lodging, accomodation",https://koeblergerhard.de/wikiling/?f=got&page=118,harɪβɛrɡo,,word,uncertain
haribergō,F.,n,Herberge,"lodging, accomodation","lodging, accomodation",https://koeblergerhard.de/wikiling/?f=got&page=118,harɪβerɡo,,word,uncertain
haribergō,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=118,harɪβerɡo,,word,uncertain
hariggs,M.,n,Hering,herring,herring,https://koeblergerhard.de/wikiling/?f=got&page=118,harɪŋɡs,,word,uncertain
harihriggs,M.,n,Heerring,"army ring, ring of soldiers","army_ring, ring_of_soldiers",https://koeblergerhard.de/wikiling/?f=got&page=118,harɪhrɪŋɡs,,word,certain
harjatuga,M.,n,Heerführer,army commander,army_commander,https://koeblergerhard.de/wikiling/?f=got&page=118,harjatuɣa,,word,certain
harjis,M.,n,"Heer, Menge","army, legion, host, armed host","army, legion, host, armed_host",https://koeblergerhard.de/wikiling/?f=got&page=118,harjɪs,2,not reconstructed,certain
harpa,F.,n,Harfe,harp,harp,https://koeblergerhard.de/wikiling/?f=got&page=118,harpa,,word,uncertain
harpōn,V.,v,packen,"grab (V.), grasp (V.)","grab, grasp",https://koeblergerhard.de/wikiling/?f=got&page=118,harpon,,word,uncertain
haspa,"F., F.","n,v,a,r","Haspe, Winde","windlass, winch (N.)","windlass, winch",https://koeblergerhard.de/wikiling/?f=got&page=118,haspa,,word,certain
haspō,"F., F.","n,v,a,r","Haspe, Winde","windlass, winch (N.)","windlass, winch",https://koeblergerhard.de/wikiling/?f=got&page=118,haspo,,word,certain
haspan,V.,v,haspeln,"wind up, reel up","wind_up, reel_up",https://koeblergerhard.de/wikiling/?f=got&page=118,haspan,,word,uncertain
haspō,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=119,haspo,,word,certain
hasus,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=119,hasus,,word,certain
hasws,Adj.,a,grau,grey,grey,https://koeblergerhard.de/wikiling/?f=got&page=119,hasws,,word,certain
hasus,Adj.,a,grau,grey,grey,https://koeblergerhard.de/wikiling/?f=got&page=119,hasus,,word,certain
hat,N.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=119,hat,,form,certain
hatan,V.,v,hassen,"hate (V.), feel hostile toward, be antipathetical toward, show antagonism toward","hate, feel_hostile_toward, be_antipathetical_toward, show_antagonism_toward",https://koeblergerhard.de/wikiling/?f=got&page=119,hatan,2,form,certain
hatis,N.,n,"Hass, Zorn","directed anger, angry hostility, animosity, hate (N.)","directed_anger, angry_hostility, animosity, hate",https://koeblergerhard.de/wikiling/?f=got&page=119,hatɪs,11,not reconstructed,certain
hatizōn,V.,v,zürnen,"be embittered against, be angry with","be_embittered_against, be_angry_with",https://koeblergerhard.de/wikiling/?f=got&page=119,hatɪzon,1,form,certain
hatjan,V.,v,hassen,"hate (V.), show hostility towards","hate, show_hostility_towards",https://koeblergerhard.de/wikiling/?f=got&page=119,hatjan,2,form,certain
haþus,M.,n,Kampf,"fight (N.), struggle (N.), battle (N.)","fight, struggle, battle",https://koeblergerhard.de/wikiling/?f=got&page=119,haθus,,word,uncertain
haubiþ,N.,n,"Haupt, Kopf",head (N.),head,https://koeblergerhard.de/wikiling/?f=got&page=119,hauβɪθ,36,not reconstructed,certain
haubiþwunds,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=119,hauβɪθwunds,,not reconstructed,certain
hauhaba,Adv.,r,hoch,"loftily, highly, exaltedly","loftily, highly, exaltedly",https://koeblergerhard.de/wikiling/?f=got&page=119,hauhaβa,2,not reconstructed,certain
hauhei,F.,n,Höhe,"height, highness","height, highness",https://koeblergerhard.de/wikiling/?f=got&page=119,hauhi,1,not reconstructed,certain
hauheins,F.,n,"„Erhöhung“, Preis, Ehre","raising on high, elevation, elevating (N.), extolment, exaltation, praise (N.), >>>","raising_on_high, elevation, elevating, extolment, exaltation, praise, ",https://koeblergerhard.de/wikiling/?f=got&page=119,hauhins,7,not reconstructed,certain
hauhhaírtei,F.,n,Hochmut,"high-heartedness, haughtiness, arrogance, pride (N.)","highheartedness, haughtiness, arrogance, pride",https://koeblergerhard.de/wikiling/?f=got&page=119,hauhhɛrti,1,not reconstructed,certain
hauhhaírts,Adj.,a,hochmütig,"high-hearted, haughty, arrogant, proud (Adj.)","highhearted, haughty, arrogant, proud",https://koeblergerhard.de/wikiling/?f=got&page=119,hauhhɛrts,5,not reconstructed,certain
hauhis,"Adv., Adj.","n,v,a,r",höher,higher,higher,https://koeblergerhard.de/wikiling/?f=got&page=119,hauhɪs,1,not reconstructed,certain
hauhisti,N.,n,höchste Höhe,highest height,highest_height,https://koeblergerhard.de/wikiling/?f=got&page=119,hauhɪstɪ,3,form,certain
