ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
xʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
χʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ˀç,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
xʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
χʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʝ̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʝˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ˀʝ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɣ̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʁ̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʝ̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,0
ʝ̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,0
xˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ˀx,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
xʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɣ̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ʁ̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ʝ̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɣ̰,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɣˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ˀɣ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
xʼː,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,1,0,0
ɣ̰ː,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,0,1,0,0
xʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
çʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
χʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
xʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
çʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
χʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
xʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
çʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
χʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɣʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ʁʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ʝʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɣ̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ʁ̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ʝ̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ʂʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʂʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʐ̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʐ̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ʂʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʂʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʂʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʐʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʐ̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʃʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʃʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʒ̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʒ̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
ʃʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ʃʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ʃʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ʒʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ʒ̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
sʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
sʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
z̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
z̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
sʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
sʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
sʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
zʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
z̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
s̪ʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
θʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
s̪ʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
θʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
z̪̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ð̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
z̪̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
ð̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
θʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
s̪ʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
θʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
s̪ʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
θʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
s̪ʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
z̪ʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ðʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
z̪̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ð̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
fʼʲ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ɸʼʲ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
fʲʼ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ɸʲʼ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
v̰ʲ,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
β̰ʲ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
v̰ˠ,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
β̰ˠ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
ɸʼʷ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
fʼʷ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
fʷʼ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɸʷʼ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
fʷˀ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɸʷˀ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
vʷˀ,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
βʷˀ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
v̰ʷ,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
β̰ʷ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ħʼʲ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,0,0
ħʲʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,0,0
ʕ̰ʲ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,-1,-1,-1,0,-1,0,0
xˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
çˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ʕ̰ˠ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɣ̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ʝ̰ˤ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ħʼʷ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ħʷʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ħʷˀ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
xʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
çʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ħʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
χʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʕʷˀ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʕ̰ʷ,-1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʂʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ʃʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,0,-1,0,0
sʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
s̪ʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
θʷˤʼ,-1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
fʷˤʼ,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
ɸʷˤʼ,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
χʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ʁ̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
χʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ʁ̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ʂʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʐ̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʂʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
ʐ̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
ʃʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʒ̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʃʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
ʒ̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
sʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
z̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
sʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
z̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
θʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
s̪ʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
z̪̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ð̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
s̪ʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
θʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
z̪̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
ð̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
ɸʰ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
fʰ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
v̤,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
β̤,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
fʰː,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
ɸʰː,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
v̤ː,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
β̤ː,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
χˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ħʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
χʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ħʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʕ̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʁ̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʕ̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ħʰː,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,0,0
ʕ̤ː,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,1,0,0
ʂˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ʂʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ʐ̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ʃˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
ʃʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
ʒ̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
sˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
sʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
z̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
s̪ˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
θˤʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
s̪ʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
θʰˤ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
z̪̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
ð̤ˤ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
ɸˤʰ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
fˤʰ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
fʰˤ,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
ɸʰˤ,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
v̤ˤ,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
β̤ˤ,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
xʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
χʰʲ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
xʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
çʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
χʲʰ,-1,-1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʝ̤,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɣ̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ʁ̤ʲ,-1,-1,1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
