ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ɠˤː,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ʄˤː,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ɠːˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
ʄːˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
qʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
cʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
kʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ɠʷˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʄʷˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʛʷˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,0,-1,0,0
ʈʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ǂˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,1,1,-1,1,0,-1,0,0
ǂʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,1,1,1,1,0,-1,0,0
ǃˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,0,0
ǃʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,1,1,1,1,0,-1,0,0
tʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ɗʷˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,0
ǀˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,1,1,-1,1,0,-1,0,0
ǀʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,1,1,1,1,0,-1,0,0
t̪ʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,1,1,1,-1,0,-1,0,0
k͡pˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,-1,0,1,1,1,1,-1,-1,0,-1,0,0
ʘˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,-1,0,1,1,1,1,-1,1,0,-1,0,0
ɡ͡b̰ˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,0,-1,0,1,1,1,1,-1,-1,0,-1,0,0
ʘʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,-1,0,1,1,1,1,1,1,0,-1,0,0
k͡pʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,0,-1,0,1,1,1,1,1,-1,0,-1,0,0
pʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
ɓʷˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,1,1,-1,0,1,1,1,1,1,-1,0,-1,0,0
p͡tʷˤʼ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,1,-1,1,1,1,1,1,-1,0,-1,0,0
qʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ɢ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
ɢʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,0,0
qʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ɢʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ɢ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,0
ʈʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ɖ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ɖʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
ʈʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
ɖʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
ɖ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
tʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
d̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
dʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0
tʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
dʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
d̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
t̪ʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
d̪̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
d̪ʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0
t̪ʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
d̪ʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
d̪̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0
pʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
b̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
bʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0
pʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
bʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
b̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,0
p͡tʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0
b͡d̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0
b͡dʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0
p͡tʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,0,0
b͡dʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,0,0
b͡d̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,0,0
qˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
qʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ɢˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ɢʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ɢ̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,0,0
ʈˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ʈʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ɖˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ɖʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
ɖ̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
tˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
tʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
dˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
dʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
d̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0
t̪ˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
t̪ʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
d̪ˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
d̪ʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
d̪̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0
pˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
pʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
bˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
bʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
b̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,1,1,-1,-1,0,-1,0,0
p͡tˤʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,0,-1,0,0
p͡tʰˤ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,0,-1,0,0
b͡dˤʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,0,-1,0,0
b͡dʰˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,0,-1,0,0
b͡d̤ˤ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,0,-1,0,0
cʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
kʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
qʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
cʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
cʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
kʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
qʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɟ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɡʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɟʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɢʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɟʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɡ̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɟ̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɢ̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɢʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɡʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
ɟʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0
cʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,0
ɟʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,0
ɟ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,0
cʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1,0,0
kʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1,0,0
qʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1,0,0
ɡʰᶣ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1,0,0
ɟʰᶣ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1,0,0
ɢʰᶣ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1,0,0
cʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
kʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
qʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
kʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɡ̤,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɡʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɟʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɢʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɡʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɡ̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɟ̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
ɢ̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,-1,0,0
kʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,1,0,0
ɡʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,1,0,0
ɡ̤ː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,-1,-1,0,1,0,0
cʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
kʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
qʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
cʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
kʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
qʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
cʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
kʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
qʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
cʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
kʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
qʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɡʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɟʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɢʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɡʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɟʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɢʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɡʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɟʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɢʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɡ̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɟ̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɢ̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɡʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɟʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
ɢʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,-1,0,0
cʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1,0,0
kʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1,0,0
qʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1,0,0
ɟʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1,0,0
ɡʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1,0,0
ɢʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,0,1,0,0
ʈʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʈʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ɖʰʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ɖ̤ʲ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ɖʲʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ʈʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
ɖʰᶣ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
ʈʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ɖʰˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ɖ̤ˠ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ʈʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʈʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʈʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʈʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖʰʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖʷˠʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖ̤ʷ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖʲʷʰ,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʈʷʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ɖʷʰː,-1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ǂʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǂʰː,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,0,-1,1,0,1,0,0
ǂʰʲ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,0,0
ǂʲʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,0,0
ǂʰᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,0,-1,0,0
ǂʰˠ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,0
ǂʷʰ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,0,-1,0,0
ǂʰʷ,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,0,-1,0,0
